isoform,plddt_difference,exon_skipping,alternative_donor_site,alternative_acceptor_site,mutually_exclusive_exon,intron_retention,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon,tm_align
P22694-2,6.366151483915289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.929404196
Q96I51-2,2.6660194326719306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.7670684967178111
Q8TE67-2,0.5051655339529333,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453424801
Q07973-2,6.654740307115063,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863768426
Q9H898-2,1.189937494648504,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522554145
Q9NR12-6,3.188817887909835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.351160059
Q9P2T1-2,3.489100716035381,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.969059543
Q9UMR2-3,8.603440218924533,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.682862506
Q7Z7A4-2,3.5837455235664493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.89691656
Q11203-21,7.171138550724606,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555969749
A7E2S9-2,5.916385002625248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.709165334
Q9H171-6,17.25413452139265,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.373632987
P52798-3,6.458349556565054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.734028261
Q9NZN9-4,3.16738964663908,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6031482521209067
Q8TCD5-2,8.73768210230891,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.599533632
Q86YT9-2,0.24714559538927006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.807847585
Q3SYC2-3,22.843296154170417,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.756637964
Q9UNW8-3,1.240741665484478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.856348944
Q6UX41-6,1.896153333333288,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673206927
Q53H96-2,6.075843151905261,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907973718
Q15165-3,2.567414015264177,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972414516
Q96LW4-2,0.47628251980586356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652813344
Q96RD7-2,0.7977679505151514,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766780887
Q86W74-1,0.9536683303084601,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.6973494915565881
Q03405-3,1.2294884199691012,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783291326
P31948-3,3.6045906386058846,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7309640483182458
Q96FC7-2,4.831709118541042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.889647895
Q6UWQ5-2,12.004070075229961,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.848348721
P21695-2,3.374369627507093,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956338827
P55075-2,6.3841083901372,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829385172
O00233-3,1.83093562362248,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465306717
Q9H8G2-2,8.908804632194467,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.25325669
Q8N9A8-2,6.014885070422579,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907110154
P49802-5,1.0685701366851106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.923704014
Q8WVN8-3,6.458225589600772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.58986835
O00482-4,5.858322462154433,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.586312754
Q6UW88-5,3.901192157357201,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398313394
Q86VH4-2,5.633600287939316,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.759348746
P34998-3,1.0459938738738117,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74216882
Q8NHH9-3,3.5233393561924373,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.654873047
Q5T6S3-2,1.8600227386307324,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.301231922
Q9BZ23-4,9.963224637681165,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.782165335
P54284-3,0.6575423751119018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.872413555
O95639-2,4.439674111767914,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707041975
P08621-2,4.112060138155286,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587666675
Q5VZI3-3,0.666846538114072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930246249
Q5U3C3-2,1.6800323050322703,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.711744412
P61244-5,10.979833333333374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.393471303
Q4G0N4-2,4.1396476106390026,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83175422
P46095-2,0.8482889781204221,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796412056
Q14508-5,11.812384566729946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.473868005
P42081-3,1.155114758109292,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.798629078
Q06124-1,0.2263210656993806,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959796372
Q9Y617-2,1.1280775775774998,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928410597
Q96LT7-2,1.1275918225918815,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.68647881
Q13508-3,0.5182820554672531,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73340101
Q9BRP8-2,2.8843453588331442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.340960706
P78310-6,0.8686882004981413,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.81344204
Q6PCB8-2,7.040117576921816,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.839929299
Q9P121-4,0.8550320176875061,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788004016
Q8TB36-2,1.1907025621266598,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.727734774
Q16589-2,5.2562981946144305,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.887466689
P35250-2,4.597005473163776,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864768952
Q9NQ40-2,5.119231690086551,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.823042653
P43268-3,16.760577414460798,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.467998097
P08962-2,2.108465897987159,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830078117
Q6XYB7-2,3.2479272102468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.550566774
Q7RTN6-5,5.030133675037163,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.893017248
Q5VZ19-2,4.791431740694094,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.629933685
O75414-2,8.337432005060137,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711881262
Q8NBI6-3,1.7334382441387675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.672463933
P09496-3,3.671500136686717,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413696904
P15812-5,2.536213761848728,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453263066
Q96ER9-2,6.941807818114398,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.532979154
Q8N7P1-4,5.082793862963527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.902960998
Q96DZ9-2,16.629897953317176,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446982485
P23396-2,8.450238174682568,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898288205
P16671-4,1.2340488727990078,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931349064
Q13363-2,1.1979976689976581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.830108833
Q7Z7H8-2,0.1801020768828181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.700378304
Q4JDL3-2,0.39115849843588535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.818939473
A2RU49-2,4.4361110418354315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.671985674
P49768-2,0.8764079807234708,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839037662
Q9UNP9-3,7.2479791353661795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.546146899
P46597-3,6.607669658468353,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450836303571142
P54687-5,1.5067327570495337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.965180413
Q14296-2,4.613301323261638,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761227089
O60256-2,5.674425581337971,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830663784
Q9BVK2-2,1.4599271704349945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.924058496
Q9BWX1-2,3.658683059354402,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606771162
Q96CA5-2,1.6987998561840953,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462812781
P08397-3,2.9780569722387753,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894360674
P16152-2,16.24099017132366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.727346453
Q969M3-2,10.80070307258822,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.734495299
Q9NW38-2,0.9102049122806477,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772634621
P50897-2,5.134579027013132,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.650704601
P25788-2,3.6172450980393336,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974014659
Q9UNF0-2,3.5196431312710104,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728896078
Q969T3-2,4.434448381316699,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.282745977
Q96IQ7-2,5.02543201102641,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.829289106
P82912-3,7.924587628866064,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557964708
Q6SA08-2,7.223030559965338,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.913378871
Q14982-3,6.915075896262337,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.845855166
Q96N66-3,0.7750812968072722,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.852142705
P20138-3,5.408142996244308,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385115173
Q15906-2,1.4175308424908053,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436600583
Q6P597-3,2.0608976833976556,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.514868528018665
P30518-2,2.2063068414762625,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.782133269
P11712-2,0.892653565129848,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.568878206
P04818-3,3.98201402972623,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632757988
Q2M3R5-2,0.9070945356014306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876196825
O15245-4,2.5400356408709115,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.784752676
Q9UHP7-6,1.0057190453524925,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732781613
Q96AQ7-4,2.7858799810247206,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790477832
P04234-2,0.3869959018280724,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628134216
P07306-2,3.602183357879241,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525611337
Q15554-4,10.451941992116119,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.557344594
Q99418-2,0.6102789473684282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754712496
P36543-3,2.261103485642124,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550115093
P24522-2,3.5126934998843495,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721443145
P18627-2,3.8213571428570816,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.684217616
P23526-2,0.5908794004400306,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.964570014
P36896-2,2.380276437307515,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.6235960321992263
Q8N138-4,0.6352645389055738,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670780885
P60006-2,2.6863497520660786,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323456907
Q9Y316-3,4.007810437710432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.966518889
Q9UJW3-2,1.273317735737976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944090313
P10827-2,13.83880736684904,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.792767486
O94760-2,1.104393869288657,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.814578319
Q9NXC2-2,2.6618164924505834,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834128855
Q9BYI3-3,7.006753535288752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.724246507
Q8N6M0-2,5.311649246302679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.783659572
P46098-2,3.1612259414224155,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.864364554
Q9NS61-3,7.656087542087533,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757862667
Q8WU08-2,0.14076183521963515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.675938759
Q96MX6-2,1.205452264239085,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.895650877171129
Q8N2F6-6,0.004481503077442994,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609382208
P78417-3,0.37221494944778044,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.935477705
A2A2Y4-5,0.6510712392583429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.65345147
Q16698-2,1.7402916399598212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.91438967468907
P56817-5,3.0662456135111853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.87227942
P16671-3,1.8885849610521035,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941784821
Q9NPH5-6,1.6980835080587724,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927652597
A6NM10-2,10.823755645116847,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.841727342
Q9UBQ0-2,0.5547211390760225,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986047572
P31994-2,1.614897904888636,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745366426
Q7Z628-2,2.655079496768252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.736956958
P11049-2,0.5084055937045235,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.699080381
P49862-2,3.4515784071802074,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.841538394
P52565-2,10.747775735294027,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835719868
Q02252-2,3.3822552010599196,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925956061
O60869-2,11.525908516430093,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.489848315
Q6X9E4-2,8.953618064064457,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8909214064958819
Q8NEZ2-2,4.211236965412553,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569672942
P10082-2,5.858148911798395,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.676135446
Q16627-2,6.116402288645574,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655212001
O00421-2,1.4675189443428138,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878153217
Q8IZC7-2,8.432323771919684,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636445448
Q9HBL6-2,0.751002963202481,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.665002295
Q5SSQ6-2,3.338310810810782,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434943059
O00499-11,5.140217392042032,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601999699
Q9UNZ2-4,2.4350617874511755,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376784118
P56545-3,7.815818034474546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.708121673
Q15084-5,4.818408718330943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.781439269
P08709-2,3.3667707729187697,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833752428
Q8N431-2,0.693152803324395,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.780041318
P56817-2,5.6392045740451096,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771788848
Q6ICL3-4,12.533025419466924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.925249918
Q9NR46-2,1.1988898984835146,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845518303
O75461-3,3.7451026883333753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.826166507
P10646-2,0.04517928286857398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.539908246
P40933-2,4.592864197530901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.782786659
P27037-2,1.6771371020142851,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.7347967089345969
P51959-2,3.2074157279713518,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.60314899
Q9BTM9-3,13.107977369165482,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.657820623
Q9H2V7-4,3.709595029970089,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.922512765
Q12974-3,11.22088939767525,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847497027
P53779-2,3.4287371302500134,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.882548012
Q9Y6P5-3,2.2619955914348253,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.87737064
Q30201-7,2.3360959949712736,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550583988
P38405-2,8.198850473930975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.884445878
P26440-2,2.1094821453976635,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936342232
P52823-2,1.6302306327617657,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.571066402
P09326-2,4.2014865950763465,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.570071247
Q969G3-3,3.9990295467030847,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.318535926
Q9H492-2,6.465000330578491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.88106117
O94766-2,3.625183605780663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.796346166
Q07326-2,11.75526865274631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.783212118
O76054-4,5.742526712918377,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.963747509
Q8TBZ3-2,0.0234127874792307,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.796722443
P34913-2,0.1416619288612111,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.852567686
P34998-2,2.6565558450015487,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834683294
O95670-3,1.0926700418226005,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.76617666
Q8IZD6-2,6.0726084393538,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.708818214
Q03181-2,2.923854875283382,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.764716783
P54252-5,3.407691698882928,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.177941835
Q16625-4,5.709142313836949,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.344893146
P40198-2,9.107396421845664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.627783426
P13631-2,0.6113816986703853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.820969755
Q8TEB7-2,1.5788164318593658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.582401106
Q9BR77-2,2.663207146965675,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.728185297
Q9H2U2-6,6.417051672517005,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729114002
Q86UN6-3,5.944286773512815,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.350365356
Q9UKR3-2,6.838501660649811,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599263638
Q5T4W7-2,2.547229574223252,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.477112749
Q8N1S5-2,1.4246727764684977,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896040601
Q9HAT0-2,7.653890696161341,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.436067315
P0DMM9-3,1.5613302550818702,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972112057
O14730-2,0.11966270107988919,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685895757
Q8NFR7-3,2.569631133671791,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.423956984
Q9NYN1-3,4.595355696934661,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759433377
Q9P126-2,0.9386422778718782,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852602919
A8MVW5-2,0.6522331890332538,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.7804885303102851
O00305-3,1.4596010573090723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.785838962
Q08AI6-2,4.815204228243061,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759306528
P78552-2,3.9542819369948603,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.747040912
P28472-3,0.3528774730996389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.83055999
Q9BQS2-2,3.354460137645461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.388777856
P62899-2,3.76725062499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.887081969
Q9Y2Q3-4,0.11743048503294062,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672592341
O60701-2,0.9008102854867275,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882358366
Q96LZ7-4,15.45088449148642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.78113231
O75569-2,0.7382766646213952,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.622835992
Q8WVV5-4,2.2163689919713647,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623324845
Q8TCA0-2,8.900873621025397,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743898292
Q11203-2,2.25659897435888,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89263724
Q16613-2,8.52073326432027,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.809470661
P40123-2,3.981556743366866,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519929533
P08319-2,3.266264411027535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.973210933
Q86TN4-3,5.290316571512378,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865015282
Q8WV74-2,4.79026392251815,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.770925374
Q9Y603-3,5.878806677193836,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.483297224
Q9NZL9-3,4.954362587566237,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.764171578
Q15013-3,4.6860114021276615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.7898524
Q9Y600-2,7.2969087455590795,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784706384
Q9Y4X0-4,19.803022308022236,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.768935096
P15170-3,8.328570390388194,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.795105829
