isoform,length,plddt,class,seqence identity,tm-score,helix,sheet,loop,surface charge,radius of gyration,high id low tm,charge positive,charge negative,radius positive,radius negative,ptm added,ptm buried to exposed,ptm exposed to buried,ptm missed,ptm added(curated),ptm buried to exposed(curated),ptm exposed to buried(curated),ptm missed(curated)
Q969U6-2,377,79.08912467,confident,64.61267606,0.700893364,0.24668435,0.281167109,0.472148541,-10,28.33585183,na,na,na,na,na,0,0,0,2,0,0,0,0
P20226-2,319,79.08724138,confident,94.10029499,0.62316437,0.338557994,0.184952978,0.476489028,14,38.47976623,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NZC7-5,234,79.08675214,confident,56.52173913,0.316145309,0.324786325,0.192307692,0.482905983,-8,28.82723632,na,na,na,na,na,0,1,0,3,0,0,0,2
P0C7I6-6,176,79.08096591,confident,45.4248366,0.358512431,0.732954545,0,0.267045455,3,70.21709298,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5JS54-3,104,79.07163462,confident,69.91869919,0.671730025,0.153846154,0.355769231,0.490384615,-3,19.3196589,na,na,na,na,na,0,0,0,2,0,0,0,0
Q14508-4,80,79.070375,confident,58.4,0.564424152,0.3,0.125,0.575,-5,21.18072104,na,na,na,na,na,0,0,0,0,0,0,0,0
P0CAP1-7,407,79.0682801,confident,86.26609442,0.623583392,0.756756757,0.029484029,0.213759214,-5,125.7803795,na,na,na,na,na,0,0,0,6,0,0,0,0
Q00005-7,549,79.06513661,confident,80.69216758,0.866428504,0.083788707,0.338797814,0.577413479,-4,29.56691918,na,na,na,na,na,0,0,0,0,0,0,0,0
P43115-4,374,79.06200535,confident,90.47619048,0.913945061,0.751336898,0.024064171,0.22459893,25,27.45675453,na,na,na,na,na,0,0,0,0,0,0,0,0
O75489-2,132,79.06090909,confident,48.10606061,0.509166522,0.227272727,0.257575758,0.515151515,3,21.51824752,na,na,na,na,na,0,0,0,12,0,0,0,0
Q15973-5,73,79.06,confident,20.7977208,0.288518637,0.630136986,0,0.369863014,-5,23.01505149,na,na,TRUE,na,na,0,0,0,12,0,0,0,0
Q15406-3,454,79.05977974,confident,94.375,0.652947984,0.508810573,0.015418502,0.475770925,-5,30.412629,na,na,na,na,na,0,0,0,0,0,0,0,0
O75223-2,114,79.05701754,confident,52.65957447,0.667238935,0.140350877,0.368421053,0.49122807,2,15.42472507,na,na,na,na,na,0,2,0,9,0,0,0,0
P20073-2,466,79.05457082,confident,95.49180328,0.729532731,0.495708155,0,0.504291845,1,30.08063067,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13286-4,321,79.04875389,confident,73.28767123,0.671560344,0.676012461,0,0.323987539,-2,29.39772973,na,na,na,na,na,0,1,0,0,0,0,0,0
Q8N2I9-3,417,79.04848921,confident,84.96583144,0.809355136,0.316546763,0.158273381,0.525179856,9,31.53620388,na,na,na,na,na,0,0,0,2,0,0,0,0
Q6KCM7-6,366,79.04601093,confident,78.03837953,0.728756937,0.743169399,0,0.256830601,7,23.94067322,na,na,na,na,na,0,1,0,9,0,0,0,0
P45379-4,296,79.04567568,confident,99.32885906,0.777987925,0.793918919,0,0.206081081,-21,42.93142459,na,na,na,na,na,0,0,0,0,0,0,0,0
O60895-2,180,79.04538889,confident,97.22222222,0.697849918,0.588888889,0,0.411111111,-5,37.3202149,na,na,na,na,na,0,0,0,0,0,0,0,0
O75888-2,234,79.04042735,confident,93.2,0.535147051,0.264957265,0.286324786,0.448717949,8,33.32955828,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BWP8-9,268,79.03932836,confident,69.50819672,0.633296288,0.205223881,0.111940299,0.682835821,-1,37.79696036,na,na,na,na,na,2,0,0,2,0,0,0,0
Q8N6V4-2,93,79.03677419,confident,80.20833333,0.819600019,0.247311828,0.268817204,0.483870968,-8,13.56708212,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y508-2,191,79.03277487,confident,75.10729614,0.663946868,0.319371728,0.094240838,0.586387435,4,26.00983969,na,na,na,na,na,0,0,0,4,0,0,0,0
Q96P16-3,276,79.03206522,confident,81.11455108,0.636791345,0.731884058,0,0.268115942,0,35.70631784,na,na,na,na,na,0,0,0,6,0,0,0,0
Q5SWX8-4,422,79.02774882,confident,92.95154185,0.905967544,0.293838863,0.265402844,0.440758294,-14,24.81971306,na,na,na,na,na,0,1,0,0,0,0,0,0
P19438-5,218,79.02766055,confident,41.1637931,0.497891468,0.068807339,0.23853211,0.69266055,3,37.9839286,na,na,na,na,na,0,0,0,13,0,0,0,5
Q8N5A5-4,188,79.02670213,confident,35.40489642,0.348048441,0.585106383,0,0.414893617,17,30.10348952,na,na,na,na,na,0,0,0,14,0,0,0,0
Q8TDW4-3,558,79.02553763,confident,97.04347826,0.763932381,0.668458781,0,0.331541219,7,35.26008552,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6UXE8-2,432,79.02208333,confident,78.88446215,0.475121995,0.208333333,0.356481481,0.435185185,-2,28.70181284,TRUE,na,na,na,na,0,0,0,0,0,0,0,0
O43852-3,323,79.02182663,confident,97.52321981,0.866195582,0.631578947,0,0.368421053,-36,25.29140216,na,na,na,na,na,0,0,1,0,0,0,0,0
Q7Z2E3-4,254,79.01645669,confident,71.34831461,0.623029004,0.291338583,0.118110236,0.590551181,5,27.13824013,na,na,na,na,na,0,0,0,2,0,0,0,0
Q9BY67-3,471,79.01643312,confident,93.84288747,0.679678434,0.097664544,0.360934183,0.541401274,-23,48.41717111,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WTU2-2,274,79.01379562,confident,46.95652174,0.348447471,0.116788321,0.138686131,0.744525547,-3,29.21527152,na,na,na,na,na,0,0,0,0,0,0,0,0
P45379-8,293,79.0109215,confident,98.32214765,0.868667975,0.784982935,0,0.215017065,-21,42.09498994,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UQN3-2,172,79.0105814,confident,80.28169014,0.456734932,0.825581395,0,0.174418605,-1,33.65147734,TRUE,na,na,na,na,0,2,0,6,0,0,0,0
P30518-2,309,79.00919094,confident,82.74932615,0.782133269,0.673139159,0.025889968,0.300970874,14,31.75469393,na,na,na,na,na,0,0,0,3,0,0,0,3
P49238-3,362,79.00842541,confident,98.06629834,0.931006872,0.701657459,0.022099448,0.276243094,0,29.15742774,na,na,na,na,na,0,0,1,0,0,0,0,0
Q8TAM2-6,196,79.00744898,confident,35.67467652,0.618043052,0.464285714,0,0.535714286,4,24.31113291,na,na,na,na,na,0,1,1,10,0,0,0,0
O43852-10,224,78.99616071,confident,68.57142857,0.716749423,0.633928571,0,0.366071429,-24,22.62477421,na,TRUE,na,na,na,0,2,0,14,0,0,0,0
Q6X9E4-2,394,78.99258883,confident,84.9137931,0.890921406,0.172588832,0.418781726,0.408629442,3,22.85236927,na,na,na,na,na,0,0,0,0,0,0,0,0
A8MVW5-2,450,78.98931111,confident,93.19148936,0.78048853,0.126666667,0.351111111,0.522222222,-4,67.02097532,na,na,na,na,na,0,1,0,0,0,0,0,0
O75674-2,346,78.98641618,confident,72.26890756,0.482085493,0.63583815,0,0.36416185,-7,33.27051949,na,na,na,na,na,0,0,0,0,0,0,0,0
O60828-10,60,78.9765,confident,22.64150943,0.206880809,0.266666667,0,0.733333333,-8,27.93175305,na,na,na,na,na,0,0,0,12,0,0,0,1
Q11203-24,201,78.9539801,confident,46.96569921,0.632736925,0.482587065,0.039800995,0.47761194,7,28.11540535,na,na,na,na,na,0,0,0,6,0,0,0,0
Q6P444-2,44,78.94477273,confident,6.12244898,0.281524117,0.727272727,0,0.272727273,1,12.36979166,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96B86-3,434,78.93605991,confident,96.44444444,0.888469499,0.320276498,0.184331797,0.495391705,1,30.9600331,na,na,na,na,na,0,0,0,0,0,0,0,0
P0CAP1-6,414,78.93487923,confident,86.50963597,0.664739727,0.758454106,0.028985507,0.212560386,-1,123.8089905,na,na,na,na,na,0,0,0,6,0,0,0,0
Q5XG92-8,481,78.9306237,confident,66.88102894,0.787875544,0.376299376,0.124740125,0.498960499,11,27.34480637,na,na,na,na,na,0,0,0,0,0,0,0,0
Q2VIR3-2,466,78.92959227,confident,93.2346723,0.952660212,0.197424893,0.306866953,0.495708155,3,24.19638982,na,na,na,na,na,0,0,0,2,0,0,0,0
P45378-6,256,78.92929688,confident,95.16728625,0.383263021,0.77734375,0,0.22265625,1,60.74936494,TRUE,na,na,TRUE,na,0,0,0,0,0,0,0,0
Q8N142-2,500,78.92464,confident,79.53216374,0.889139347,0.328,0.15,0.522,14,28.14505092,na,na,na,na,na,2,0,1,3,0,0,0,0
Q32M84-2,507,78.9243787,confident,99.80276134,0.885046125,0.461538462,0.17357002,0.364891519,17,34.07669663,na,na,na,na,na,0,0,0,0,0,0,0,0
Q99808-2,535,78.92252336,confident,85.23364486,0.909684828,0.663551402,0,0.336448598,6,29.65230007,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H169-2,216,78.91944444,confident,87.5,0.67837711,0.583333333,0.069444444,0.347222222,1.11E-16,58.5343594,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y2Z0-2,333,78.9178979,confident,90.95890411,0.754436557,0.453453453,0.144144144,0.402402402,-11,40.17710209,na,na,na,na,na,0,0,0,0,0,0,0,0
P13688-5,461,78.9167462,confident,83.26996198,0.655259928,0.093275488,0.331887202,0.57483731,-12,44.65867888,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
Q8N6T7-2,328,78.91570122,confident,92.3943662,0.798213347,0.25,0.106707317,0.643292683,17,27.86583622,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H6S1-5,232,78.91439655,confident,54,0.479598289,0.689655172,0,0.310344828,-5,75.40181228,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HCN4-2,295,78.91111864,confident,78.87700535,0.739439499,0.711864407,0.054237288,0.233898305,-20,27.64795947,na,na,na,na,na,0,0,0,3,0,0,0,0
Q5EBM0-3,366,78.90855191,confident,72.31759657,0.824966778,0.344262295,0.234972678,0.420765027,2,25.63596387,na,na,na,na,na,0,0,0,2,0,0,0,0
Q03923-3,87,78.9037931,confident,12.94117647,0.421165951,0.482758621,0,0.517241379,0,21.04486093,na,na,TRUE,na,TRUE,0,0,0,50,0,0,0,0
Q9H313-5,320,78.89875,confident,59.14893617,0.700237725,0.85625,0,0.14375,-6,32.16969984,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8WTW4-2,203,78.89270936,confident,51.57894737,0.663100031,0.54679803,0.113300493,0.339901478,-9,24.94863367,na,na,na,na,na,0,0,0,9,0,0,0,0
P09651-3,267,78.89033708,confident,71.77419355,0.651175337,0.235955056,0.176029963,0.588014981,8,31.85282851,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13889-2,267,78.88123596,confident,86.68831169,0.835743251,0.337078652,0.157303371,0.505617978,4,26.62387239,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9UHD0-2,215,78.87153488,confident,82.3255814,0.904268387,0.646511628,0,0.353488372,3,25.77195959,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NZI2-4,225,78.86897778,confident,80.89430894,0.815511754,0.666666667,0,0.333333333,-6,19.21977169,na,na,na,na,na,0,0,0,0,0,0,0,0
Q4G0N4-2,410,78.86580488,confident,92.760181,0.83175422,0.304878049,0.192682927,0.502439024,6,25.43428605,na,na,na,na,na,0,0,0,4,0,0,0,2
P32239-3,381,78.86370079,confident,85.23489933,0.853765629,0.658792651,0.034120735,0.307086614,21,32.53519474,na,na,na,na,na,0,0,0,1,0,0,0,0
P51955-4,437,78.86121281,confident,98.20224719,0.869102232,0.578947368,0.121281465,0.299771167,11,34.29159848,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8TDD5-2,497,78.86046278,confident,89.87341772,0.774619109,0.567404427,0.126760563,0.30583501,-5,38.47687661,na,na,na,na,na,0,0,0,1,0,0,0,0
O75886-2,342,78.86040936,confident,65.14285714,0.408970626,0.494152047,0.070175439,0.435672515,-24,29.45538003,na,na,na,na,na,0,0,0,0,0,0,0,0
P45379-7,283,78.85971731,confident,94.96644295,0.812152754,0.770318021,0,0.229681979,-14,41.71444968,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NPA1-4,257,78.8570428,confident,91.7562724,0.862201807,0.501945525,0.190661479,0.307392996,-2.22E-16,38.49660445,na,na,na,na,na,0,0,0,0,0,0,0,0
P07108-4,129,78.85031008,confident,65.11627907,0.826781157,0.542635659,0,0.457364341,7,20.43398454,na,na,na,TRUE,na,0,0,0,0,0,0,0,0
Q8IWE2-2,356,78.84713483,confident,63.23268206,0.654194271,0.780898876,0,0.219101124,-19,28.65474927,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NQ48-3,256,78.84480469,confident,70.70063694,0.581566817,0.78125,0,0.21875,-7,65.38524376,na,na,na,na,TRUE,0,0,0,2,0,0,0,0
Q8IZR5-2,208,78.83802885,confident,88.88888889,0.831762921,0.653846154,0,0.346153846,-1,28.58325242,na,na,na,na,na,0,0,0,0,0,0,0,0
P40123-2,413,78.8377724,confident,86.58280922,0.519929533,0.341404358,0.196125908,0.462469734,-10,30.96040653,na,na,na,na,na,0,0,0,1,0,0,0,0
O60259-2,305,78.83678689,confident,85.24590164,0.825385816,0.091803279,0.285245902,0.62295082,5,24.73101584,na,na,na,na,na,0,0,0,0,0,0,0,0
P45379-11,285,78.83491228,confident,95.63758389,0.753267525,0.768421053,0,0.231578947,-16,42.16146664,na,na,na,na,na,0,0,0,0,0,0,0,0
P14866-2,456,78.83138158,confident,77.41935484,0.511345501,0.186403509,0.197368421,0.61622807,-2.22E-16,33.03995926,na,na,na,na,na,0,0,2,21,0,0,1,1
Q99788-2,371,78.82630728,confident,99.46380697,0.840906551,0.681940701,0.032345013,0.285714286,6,31.31441581,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HCN6-2,321,78.82495327,confident,94.69026549,0.624722169,0.205607477,0.286604361,0.507788162,11,42.26845453,na,na,na,na,na,0,0,0,0,0,0,0,0
P35372-13,319,78.81846395,confident,77,0.769787974,0.789968652,0.037617555,0.172413793,16,31.43476859,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8TDM0-2,147,78.81285714,confident,58.13953488,0.461187824,0.598639456,0,0.401360544,-9,61.11579647,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9UBE0-3,299,78.81237458,confident,65.11627907,0.819889236,0.357859532,0.180602007,0.461538462,-1,24.40698637,na,na,na,na,na,3,1,0,3,0,0,0,0
P39905-2,185,78.81145946,confident,87.20379147,0.522102161,0.286486486,0.216216216,0.497297297,7,33.35708483,na,na,na,na,na,0,0,0,0,0,0,0,0
P67812-3,185,78.81016216,confident,71.78217822,0.774052881,0.394594595,0.216216216,0.389189189,8,23.54098326,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BY14-2,267,78.80666667,confident,93.25842697,0.841109723,0.063670412,0.333333333,0.602996255,-10,40.32712138,na,na,na,TRUE,na,0,1,0,0,0,0,0,0
Q9UBX8-2,343,78.8048688,confident,89.79057592,0.836838882,0.381924198,0.075801749,0.542274052,5,26.40754945,na,na,na,na,na,0,0,0,0,0,0,0,0
O60260-3,218,78.80174312,confident,45.61027837,0.523835102,0.133027523,0.165137615,0.701834862,1,24.38699974,na,na,na,na,na,0,0,1,12,0,0,0,8
Q86UA6-7,107,78.79551402,confident,47.48858447,0.311240682,0.794392523,0,0.205607477,-4,33.77457572,na,na,na,na,TRUE,0,0,0,3,0,0,0,0
Q6P4H8-2,216,78.79365741,confident,92.70386266,0.668921206,0.375,0.138888889,0.486111111,5,35.45829996,na,na,na,na,na,0,0,0,0,0,0,0,0
P78324-4,503,78.79337972,confident,99.8015873,0.685656293,0.093439364,0.324055666,0.58250497,-1,48.49882623,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8NCE0-4,406,78.79167488,confident,87.31182796,0.819584692,0.298029557,0.167487685,0.534482759,8,27.50710767,na,na,na,na,na,0,0,0,4,0,0,0,0
Q6DN72-2,413,78.7901937,confident,89.569161,0.737260573,0.082324455,0.365617433,0.552058111,5,56.01294908,na,na,na,TRUE,na,0,0,0,0,0,0,0,0
Q5R372-8,370,78.79016216,confident,8.341143393,0.203622466,0.821621622,0,0.178378378,-2.22E-16,72.20096752,na,TRUE,na,TRUE,na,0,0,0,0,0,0,0,0
Q93086-4,432,78.78865741,confident,97.22222222,0.814543761,0.252314815,0.277777778,0.469907407,3,38.12438548,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96ET8-3,203,78.78753695,confident,58.27338129,0.497493877,0.684729064,0.083743842,0.231527094,5,28.37631381,na,na,na,na,na,0,0,0,0,0,0,0,0
P36896-4,546,78.78714286,confident,92.30769231,0.634763348,0.34981685,0.172161172,0.478021978,6,42.63243373,na,na,na,na,na,0,0,0,0,0,0,0,0
Q92851-3,273,78.7843956,confident,45.77861163,0.595485098,0.468864469,0,0.531135531,-11,29.41001982,na,na,na,na,na,0,0,0,0,0,0,0,0
P06028-2,58,78.78396552,confident,63.73626374,0.498702086,0.879310345,0,0.120689655,4,19.44903465,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86VZ5-2,214,78.78257009,confident,49.87893462,0.683912761,0.551401869,0,0.448598131,12,22.18170017,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y6M1-5,493,78.78030426,confident,79.47019868,0.497272316,0.387423935,0.208924949,0.403651116,0,27.94152205,TRUE,na,na,na,na,0,1,0,9,0,0,0,0
Q9BRQ3-2,213,78.78014085,confident,57.89473684,0.753035151,0.211267606,0.23943662,0.549295775,-2,18.38326162,na,na,na,na,na,0,0,0,0,0,0,0,0
P25445-7,220,78.77977273,confident,64.7761194,0.612201851,0.295454545,0.068181818,0.636363636,6,44.72082883,na,na,na,na,na,0,0,0,23,0,0,0,2
Q15554-4,293,78.76880546,confident,52.02205882,0.557344594,0.552901024,0,0.447098976,10,28.96264623,na,na,na,na,na,0,0,0,0,0,0,0,0
P10276-2,457,78.76704595,confident,86.09958506,0.810585311,0.433260394,0.035010941,0.531728665,4,35.44649418,na,na,na,na,na,0,0,0,0,0,0,0,0
P54750-5,552,78.76605072,confident,93.03571429,0.769943181,0.708333333,0,0.291666667,-11,30.8544635,na,na,na,na,na,0,0,0,0,0,0,0,0
O60828-9,67,78.7641791,confident,23.68421053,0.235327536,0.23880597,0.089552239,0.671641791,-8,27.72084417,na,na,na,na,TRUE,0,0,0,12,0,0,0,1
P18621-3,228,78.75118421,confident,75,0.775971362,0.307017544,0.192982456,0.5,28,29.57439434,na,na,na,na,na,0,0,0,1,0,0,0,0
P10827-3,451,78.74878049,confident,92.04081633,0.813446333,0.518847007,0.048780488,0.432372506,2,39.60508992,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H095-2,345,78.74811594,confident,77.87810384,0.690245372,0.742028986,0,0.257971014,13,114.9672149,na,na,na,na,na,0,0,0,0,0,0,0,0
O43660-2,505,78.74548515,confident,98.24902724,0.76060505,0.118811881,0.348514851,0.532673267,16,32.56745695,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8N0U7-3,138,78.74152174,confident,25.27472527,0.382480771,0.355072464,0.043478261,0.601449275,-1,31.62030605,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96L94-2,120,78.73658333,confident,62.1761658,0.72681678,0.35,0.191666667,0.458333333,9,15.46564698,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
Q7Z7K6-3,272,78.73658088,confident,98.90909091,0.644375432,0.191176471,0.191176471,0.617647059,17,32.40712983,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9H6J7-2,337,78.7364095,confident,98.21958457,0.887388941,0.578635015,0,0.421364985,-13,28.61313612,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9P104-2,198,78.73540404,confident,64.70588235,0.548547183,0.343434343,0.207070707,0.449494949,-2,34.82832727,na,na,TRUE,na,na,0,0,0,1,0,0,0,0
Q9Y5S9-2,173,78.71924855,confident,99.42528736,0.537624248,0.248554913,0.156069364,0.595375723,-5,27.24882447,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NZN9-4,362,78.7191989,confident,94.27083333,0.603148252,0.538674033,0.060773481,0.400552486,-12,32.58248672,na,na,na,na,na,0,0,0,0,0,0,0,0
P10826-2,448,78.71819196,confident,84.87394958,0.784881162,0.46875,0.035714286,0.495535714,1,32.35446445,na,na,na,na,na,1,0,0,0,1,0,0,0
P45378-7,250,78.71628,confident,92.93680297,0.577388455,0.776,0,0.224,2,43.57504872,na,na,na,na,na,0,0,0,0,0,0,0,0
P24071-7,178,78.71179775,confident,58.47750865,0.653346567,0.280898876,0.207865169,0.511235955,-4,45.21397307,na,na,na,na,na,0,0,0,1,0,0,0,0
Q13555-2,547,78.70968921,confident,98.02867384,0.868897082,0.376599634,0.186471664,0.436928702,2,27.94532734,na,na,na,na,na,0,0,1,1,0,0,0,1
Q53T94-2,522,78.70545977,confident,88.7755102,0.787574716,0.404214559,0.03256705,0.563218391,0,32.75687,na,na,na,na,na,0,0,1,0,0,0,0,0
Q9Y4P9-2,162,78.70487654,confident,54.47470817,0.656367373,0.549382716,0,0.450617284,5,20.45027988,na,na,na,na,na,0,0,0,0,0,0,0,0
P78369-2,226,78.70176991,confident,75.54585153,0.815974447,0.526548673,0.110619469,0.362831858,10,32.85470269,na,na,na,na,na,0,0,0,0,0,0,0,0
P62318-2,120,78.69916667,confident,76.8115942,0.752286806,0.208333333,0.391666667,0.4,4,19.09743234,na,na,na,na,TRUE,0,0,0,8,0,0,0,4
Q9Y5X5-2,420,78.69457143,confident,80.45977011,0.739643844,0.680952381,0.052380952,0.266666667,10,32.41800595,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13426-3,310,78.69035484,confident,90.17857143,0.761066649,0.383870968,0.164516129,0.451612903,-12,47.16779896,na,na,na,na,na,0,0,0,6,0,0,0,4
Q9GZM8-3,328,78.68307927,confident,91.88405797,0.563140029,0.676829268,0,0.323170732,-10,71.84614169,na,na,na,na,na,0,0,0,1,0,0,0,0
O43688-2,309,78.6820712,confident,86.43533123,0.798282461,0.55987055,0,0.44012945,8,32.61288704,na,na,na,na,na,0,1,0,0,0,0,0,0
Q9UKR8-4,160,78.679625,confident,62.85714286,0.444491694,0.8875,0,0.1125,1,25.08716974,na,na,na,na,na,0,0,0,0,0,0,0,0
P43351-3,139,78.67906475,confident,27.57009346,0.521464493,0.215827338,0.35971223,0.424460432,2,27.96597569,na,na,na,na,na,0,0,0,35,0,0,0,15
Q96LW9-2,247,78.67797571,confident,60.83743842,0.571554437,0.433198381,0.178137652,0.388663968,16,26.47469637,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WUD1-2,151,78.67178808,confident,66.2037037,0.679706535,0.324503311,0.125827815,0.549668874,0,27.97515106,na,na,na,na,na,0,0,0,8,0,0,0,0
Q14168-4,597,78.66963149,confident,88.88888889,0.633555591,0.417085427,0.164154104,0.418760469,-5,31.86717509,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H9P8-2,441,78.66852608,confident,84.02489627,0.888338841,0.306122449,0.181405896,0.512471655,15,25.06590101,na,na,na,na,na,0,1,1,1,0,0,0,0
Q16539-4,307,78.66680782,confident,70.4787234,0.82932394,0.394136808,0.185667752,0.42019544,9,22.38308317,na,TRUE,na,na,na,0,0,0,6,0,0,0,1
P45378-2,258,78.66635659,confident,95.91078067,0.805448292,0.779069767,0,0.220930233,-3,41.96986171,na,na,na,na,na,0,0,0,0,0,0,0,0
Q63ZY6-2,135,78.65844444,confident,40.95238095,0.687777507,0.422222222,0.148148148,0.42962963,-1,16.01798149,na,na,na,na,na,0,0,0,6,0,0,0,0
Q9BXI9-1,259,78.65227799,confident,93.16546763,0.661869645,0.046332046,0.266409266,0.687258687,-6,45.07846597,na,na,na,na,na,0,0,0,0,0,0,0,0
P23760-3,206,78.65053398,confident,41.33611691,0.512033595,0.524271845,0.033980583,0.441747573,10,32.40103382,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IUH3-2,328,78.6502439,confident,68.69747899,0.615686884,0.271341463,0.176829268,0.551829268,-7,26.15377529,na,na,na,na,na,0,0,0,6,0,0,0,0
Q7KYR7-1,528,78.64748106,confident,83.36283186,0.488215798,0.202651515,0.348484848,0.448863636,-10,38.17479276,TRUE,na,na,na,na,0,0,0,2,0,0,0,0
O75469-6,420,78.64738095,confident,86.65207877,0.564280345,0.514285714,0.030952381,0.454761905,10,31.40300538,na,na,na,na,na,0,1,2,2,0,1,2,2
P45378-3,261,78.64467433,confident,97.0260223,0.409269364,0.770114943,0,0.229885057,-2,61.60708789,TRUE,na,na,TRUE,na,0,0,0,0,0,0,0,0
Q9Y6I4-2,476,78.63436975,confident,91.34615385,0.870135192,0.283613445,0.205882353,0.510504202,7,25.42815633,na,na,na,na,na,0,0,0,4,0,0,0,0
Q13324-7,410,78.63339024,confident,99.756691,0.827783768,0.651219512,0.058536585,0.290243902,3,37.18094319,na,na,na,na,na,0,0,0,0,0,0,0,0
O00499-10,424,78.6303066,confident,67.26973684,0.643107475,0.558962264,0.058962264,0.382075472,-2,34.44646771,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96EE3-1,421,78.63009501,confident,84.79809976,0.806244393,0.014251781,0.401425178,0.58432304,5,27.63734124,na,na,na,na,na,0,1,0,0,0,0,0,0
P21731-2,407,78.6241769,confident,81.81818182,0.849136121,0.601965602,0.022113022,0.375921376,15,30.5884008,na,na,na,na,na,2,0,0,3,2,0,0,3
Q9H0B8-3,371,78.62371968,confident,74.44668008,0.519696026,0.242587601,0.118598383,0.638814016,3,31.42913192,na,na,na,na,na,0,2,0,4,0,0,0,0
Q16570-2,338,78.61692308,confident,97.64011799,0.829567607,0.677514793,0.023668639,0.298816568,-5,28.88541363,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H825-2,241,78.61626556,confident,82.81786942,0.662400227,0.315352697,0.087136929,0.597510373,-5,24.986328,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NRZ5-2,216,78.61282407,confident,56.87830688,0.638722878,0.689814815,0.083333333,0.226851852,0,23.53668076,na,na,na,na,na,0,2,0,3,0,0,0,0
Q96GC5-3,194,78.60335052,confident,84.90566038,0.648206718,0.273195876,0.231958763,0.494845361,3,26.62599111,na,na,na,na,na,0,0,0,3,0,0,0,0
Q96T55-5,262,78.60179389,confident,84.78964401,0.738732192,0.618320611,0,0.381679389,4,27.90307262,na,na,na,na,na,0,0,0,0,0,0,0,0
P07307-2,292,78.60150685,confident,93.89067524,0.777981973,0.48630137,0.085616438,0.428082192,-12,46.52168717,na,na,na,na,na,0,0,0,0,0,0,0,0
P31994-4,309,78.5984466,confident,99.67741935,0.702293765,0.171521036,0.300970874,0.527508091,-8,42.94791121,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8NBK3-5,354,78.59550847,confident,94.65240642,0.810134761,0.166666667,0.087570621,0.745762712,-4,24.61347995,na,na,na,na,na,0,1,0,0,0,0,0,0
Q53GS9-3,488,78.59489754,confident,84.27561837,0.761843637,0.264344262,0.178278689,0.557377049,18,32.49592513,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8N370-3,573,78.59254799,confident,99.30191972,0.935565902,0.72600349,0.010471204,0.263525305,2,29.8031947,na,na,na,na,na,0,0,0,0,0,0,0,0
P48651-2,327,78.58807339,confident,69.13319239,0.708044577,0.629969419,0,0.370030581,10,30.27731225,na,na,na,na,na,0,0,0,6,0,0,0,0
O75909-1,357,78.58327731,confident,60.51724138,0.572123628,0.507002801,0,0.492997199,4,32.58406093,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HAJ7-3,142,78.57992958,confident,77.59562842,0.453344872,0.366197183,0.042253521,0.591549296,9,26.61932378,TRUE,na,na,na,na,0,0,0,5,0,0,0,0
