isoform,length,plddt,transcript_ID,gene_ID,gene_name
Q15631-2,148,85.79614864864863,ENST00000536142.5,ENSG00000211460.12,TSN
Q8WWV3-2,296,93.11439189189193,na,na,na
Q9H0E2-2,205,80.11868292682927,ENST00000527886.5,ENSG00000078902.16,TOLLIP
Q9P1W8-4,276,86.5778985507247,ENST00000381583.6,ENSG00000089012.14,SIRPG
Q92783-2,403,78.00047146401987,na,na,na
Q9H977-4,349,90.28810888252148,na,na,na
Q9Y2I2-5,460,81.00130434782606,ENST00000370067.5,ENSG00000162631.20,NTNG1
Q8N2I9-3,417,79.04848920863311,ENST00000359297.6,ENSG00000196182.11,STK40
Q7Z7H5-3,186,80.65274193548382,ENST00000481238.1,ENSG00000158604.15,TMED4
Q8IU57-3,211,77.32720379146919,ENST00000374418.3,ENSG00000185436.12,IFNLR1
Q9UKJ1-3,230,74.37069565217392,ENST00000350573.2,ENSG00000085514.16,PILRA
Q9NVH6-4,332,85.94385542168676,na,na,na
Q49A26-2,536,79.12218283582092,na,na,na
Q9UGV2-3,286,71.98965034965033,na,na,na
O14828-2,321,78.12099688473522,ENST00000355379.3,ENSG00000116521.11,SCAMP3
Q8N4F4-1,322,81.34034161490686,ENST00000326192.5,ENSG00000197658.9,SLC22A24
Q16854-4,151,73.98735099337749,na,na,na
Q9UL16-2,466,82.19540772532173,ENST00000426543.6,ENSG00000213085.10,CFAP45
P10155-2,205,90.62053658536588,na,na,na
O95620-2,196,95.62729591836734,na,na,na
Q9UIB8-6,241,83.38265560165968,na,na,na
Q8TCE6-2,349,90.91510028653298,na,na,na
Q969X2-2,299,88.93745819397994,ENST00000373141.5,ENSG00000160408.16,ST6GALNAC6
Q494R4-2,124,91.7021774193548,na,na,na
O15315-2,350,84.44714285714285,ENST00000471583.6,ENSG00000182185.19,RAD51B
P42685-2,363,83.89154269972452,na,na,na
Q8N2K1-2,224,81.73276785714286,na,na,na
Q9H4X1-2,117,73.6645299145299,na,na,na
Q9Y5Q8-3,526,75.4907984790874,ENST00000372108.9,ENSG00000148308.18,GTF3C5
Q6N063-4,186,91.775,ENST00000536150.5,ENSG00000111325.16,OGFOD2
Q96QS1-4,124,72.57556451612903,na,na,na
Q9UBI4-3,397,74.85612090680105,na,na,na
Q12794-5,176,94.59960227272732,ENST00000447605.2,ENSG00000114378.17,HYAL1
O76083-14,552,82.7446195652174,ENST00000398225.7,ENSG00000160191.18,PDE9A
P23416-3,363,85.57275482093661,ENST00000443437.6,ENSG00000101958.14,GLRA2
Q9NQH7-4,484,94.62696280991727,na,na,na
Q9BY08-5,128,78.11742187500005,na,na,na
Q86TP1-7,221,83.84941176470589,na,na,na
Q6DHV7-2,267,88.02726591760299,ENST00000389651.8,ENSG00000168803.16,ADAL
P46736-3,292,88.18527397260274,ENST00000340647.8,ENSG00000185515.16,BRCC3
Q0D2I5-2,199,76.75396984924623,na,na,na
P05186-3,469,95.3150319829423,ENST00000540617.5,ENSG00000162551.14,ALPL
P35241-5,604,86.5490728476822,ENST00000647231.1,ENSG00000137710.17,RDX
Q9Y483-3,491,71.46820773930756,ENST00000545708.5,ENSG00000143033.18,MTF2
P16520-2,297,93.6883838383838,na,na,na
Q8WTV0-5,506,88.80164031620563,ENST00000339570.9,ENSG00000073060.17,SCARB1
Q9Y255-2,208,93.244375,ENST00000503216.5,ENSG00000169230.10,PRELID1
Q8NG11-2,253,84.45201581027669,ENST00000372164.7,ENSG00000108219.15,TSPAN14
P08174-5,439,72.24419134396354,ENST00000645323.1,ENSG00000196352.17,CD55
Q9UH17-2,251,80.11593625498007,ENST00000335760.9,ENSG00000179750.16,APOBEC3B
Q6DKI1-2,162,81.6251851851852,na,na,na
Q9BZG1-4,237,75.95135021097042,ENST00000415040.6,ENSG00000109113.20,RAB34
Q9ULP0-8,357,83.70257703081235,ENST00000568640.5,ENSG00000103034.15,NDRG4
Q8NHH9-4,566,85.00075971731462,na,na,na
P48163-2,497,95.99722334004024,na,na,na
Q13362-2,449,91.3559688195991,ENST00000445439.7,ENSG00000078304.19,PPP2R5C
Q5JTJ3-3,79,89.69620253164554,ENST00000366612.1,ENSG00000168275.16,COA6
Q9HBI0-2,273,84.09710622710624,na,na,na
Q8IUC8-3,561,91.83379679144385,ENST00000409237.5,ENSG00000144278.15,GALNT13
Q96D53-2,503,74.94234592445325,ENST00000243583.10,ENSG00000123815.13,COQ8B
P61086-3,157,90.01229299363052,ENST00000445950.2,ENSG00000078140.14,UBE2K
Q5TC12-3,240,82.87820833333332,na,na,na
Q9BWU1-2,442,74.43235294117645,ENST00000323817.7,ENSG00000155111.15,CDK19
Q9NZZ3-2,171,86.5049707602339,ENST00000419016.6,ENSG00000086065.14,CHMP5
Q8N5Y8-3,323,87.87647058823528,ENST00000261888.10,ENSG00000138617.16,PARP16
Q9Y2S2-2,297,96.9586195286195,ENST00000643750.1,ENSG00000165475.15,CRYL1
Q9BZM2-2,211,80.89213270142179,ENST00000375102.4,ENSG00000158786.5,PLA2G2F
Q53H12-2,65,79.8736923076923,ENST00000492693.5,ENSG00000006530.18,AGK
Q13286-2,390,77.80233333333332,ENST00000355477.10,ENSG00000188603.22,CLN3
Q9H0P0-1,297,95.51040404040415,ENST00000643244.1,ENSG00000122643.23,NT5C3A
P15812-8,199,78.45206030150756,ENST00000452291.6,ENSG00000158488.16,CD1E
Q15813-2,578,83.05610726643604,ENST00000543662.4,ENSG00000284770.2,TBCE
P07585-3,212,80.32198113207548,ENST00000425043.5,ENSG00000011465.18,DCN
Q9P2M1-2,349,91.16197707736386,na,na,na
O60729-4,485,83.25680412371136,ENST00000463569.5,ENSG00000081377.17,CDC14B
P55773-2,137,73.8289781021898,ENST00000615050.2,ENSG00000274736.5,CCL23
Q9UMS0-3,230,82.83226086956525,ENST00000303698.7,ENSG00000169599.13,NFU1
Q5TEU4-2,317,77.21397476340695,ENST00000463598.1,ENSG00000101247.18,NDUFAF5
Q9Y6W6-2,140,93.05335714285717,na,na,na
O95273-3,232,84.05176724137932,na,na,na
Q0VDG4-2,417,87.09031175059954,ENST00000409673.7,ENSG00000144306.15,SCRN3
Q8WUF8-4,306,82.2339542483661,ENST00000505869.5,ENSG00000113391.19,FAM172A
Q5NUL3-1,377,78.11318302387268,ENST00000371483.8,ENSG00000186188.11,FFAR4
Q13639-2,387,80.86209302325585,ENST00000521530.5,ENSG00000164270.18,HTR4
Q96PM5-4,188,90.17499999999998,ENST00000505105.5,ENSG00000163743.14,RCHY1
Q4AE62-3,292,72.67729452054796,na,na,na
Q13639-7,359,84.41267409470755,na,na,na
Q70Z53-2,276,74.5417391304348,na,na,na
Q53F39-5,256,80.4592578125,na,na,na
Q8IXM6-2,203,78.13266009852218,ENST00000376420.9,ENSG00000137404.15,NRM
Q9BWS9-2,418,88.48495215311002,ENST00000454838.6,ENSG00000177830.18,CHID1
P04439-2,371,86.00706199460915,na,na,na
Q9NPH5-7,54,73.27166666666666,ENST00000393282.2,ENSG00000086991.13,NOX4
Q13324-5,370,80.91445945945945,na,na,na
Q13568-2,514,71.96071984435797,ENST00000357234.10,ENSG00000128604.20,IRF5
Q9UEW8-2,526,76.50482889733837,na,na,na
Q9NPH5-4,271,82.80568265682658,ENST00000375979.7,ENSG00000086991.13,NOX4
P00338-3,361,93.3239335180055,na,na,na
O60828-8,73,70.23452054794521,na,na,na
Q9H9T3-2,533,92.7634333958724,ENST00000521015.5,ENSG00000134014.17,ELP3
Q9BQ95-4,296,70.31013513513511,ENST00000591104.5,ENSG00000130159.15,ECSIT
Q5JS13-5,213,82.99882629107978,na,na,na
P54252-4,346,70.1157803468208,ENST00000503767.5,ENSG00000066427.25,ATXN3
Q6UX07-2,327,81.4459938837921,ENST00000394901.7,ENSG00000167536.14,DHRS13
Q9BY76-3,239,89.0410460251045,na,na,na
Q8N1B3-2,228,83.82921052631579,ENST00000440428.5,ENSG00000262919.8,CCNQ
O96017-12,514,73.72673151750972,ENST00000348295.7,ENSG00000183765.23,CHEK2
P48546-2,419,80.44809069212407,ENST00000263281.7,ENSG00000010310.9,GIPR
P49788-2,228,80.87872807017544,ENST00000479756.1,ENSG00000118849.10,RARRES1
Q86XE0-2,277,75.93306859205777,na,na,na
O95232-2,79,77.63531645569618,na,na,na
P10644-2,337,85.14922848664689,ENST00000585981.6,ENSG00000108946.16,PRKAR1A
Q86YB7-2,261,87.90540229885063,ENST00000358358.9,ENSG00000121310.17,ECHDC2
Q4G0N4-3,279,90.76827956989248,ENST00000397338.5,ENSG00000152620.13,NADK2
Q9UK58-5,172,76.24238372093022,ENST00000295925.5,ENSG00000163660.12,CCNL1
Q15435-4,237,91.5127426160337,ENST00000401987.5,ENSG00000115685.15,PPP1R7
O00499-8,454,76.21015418502205,ENST00000352848.7,ENSG00000136717.15,BIN1
P36896-4,546,78.78714285714298,ENST00000541224.5,ENSG00000135503.13,ACVR1B
P00505-2,387,90.72705426356588,ENST00000434819.2,ENSG00000125166.13,GOT2
Q96H22-3,353,77.07362606232296,ENST00000393335.7,ENSG00000166451.14,CENPN
Q06609-2,242,80.53185950413226,ENST00000557850.5,ENSG00000051180.17,RAD51
Q9UKW6-2,255,71.00745098039216,ENST00000257832.7,ENSG00000135374.11,ELF5
P78348-3,562,79.90290035587188,ENST00000552438.5,ENSG00000110881.12,ASIC1
Q86TZ1-2,536,85.16345149253726,na,na,na
Q13257-2,90,84.22166666666664,ENST00000333047.9,ENSG00000164109.14,MAD2L1
P30626-3,180,84.55138888888894,ENST00000431660.5,ENSG00000075142.14,SRI
Q9BQI0-2,176,76.14392045454545,ENST00000372309.7,ENSG00000126878.13,AIF1L
Q96B42-2,127,90.30826771653548,ENST00000355654.6,ENSG00000151353.15,TMEM18
Q9Y508-2,191,79.03277486910993,na,na,na
P48728-2,347,91.34749279538904,ENST00000636522.1,ENSG00000145020.16,AMT
P50990-3,475,87.90235789473685,ENST00000540844.5,ENSG00000156261.13,CCT8
Q13336-2,445,85.67143820224719,ENST00000436407.7,ENSG00000141469.18,SLC14A1
Q9UBE0-3,299,78.81237458193974,ENST00000413379.7,ENSG00000142230.13,SAE1
O15245-2,506,79.47084980237152,ENST00000324965.8,ENSG00000175003.15,SLC22A1
A8MV23-2,404,82.47155940594058,ENST00000681248.1,ENSG00000253309.7,SERPINE3
Q13362-5,555,82.06288288288287,ENST00000422945.6,ENSG00000078304.19,PPP2R5C
Q07866-6,628,72.14982484076437,ENST00000347839.10,ENSG00000126214.22,KLC1
O00182-6,343,86.2327113702624,na,na,na
P33316-2,164,89.3039024390244,ENST00000455976.6,ENSG00000128951.14,DUT
Q9NQ25-4,165,79.536303030303,ENST00000444090.6,ENSG00000026751.17,SLAMF7
Q96SQ9-2,564,85.38663120567385,na,na,na
Q96NI8-2,333,90.6719519519519,na,na,na
P29558-4,38,71.10973684210525,na,na,na
Q00013-2,436,82.19123853211012,ENST00000413259.7,ENSG00000130830.15,MPP1
Q92599-4,442,81.96296380090489,ENST00000458488.2,ENSG00000164402.14,SEPTIN8
O94941-2,487,72.70599589322391,ENST00000348031.6,ENSG00000185019.17,UBOX5
Q9BT22-2,353,95.68773371104815,ENST00000588623.5,ENSG00000033011.14,ALG1
O76075-4,103,70.03747572815533,na,na,na
Q9H3K6-2,58,80.93155172413793,na,na,na
P30566-2,425,92.68447058823534,ENST00000342312.9,ENSG00000239900.14,ADSL
O75419-3,598,88.61943143812715,ENST00000437685.6,ENSG00000093009.11,CDC45
O15194-2,265,80.66324528301891,ENST00000443503.6,ENSG00000144677.15,CTDSPL
Q14773-2,237,85.02628691983126,ENST00000393717.2,ENSG00000105371.10,ICAM4
Q9P0V9-3,431,81.4387935034803,ENST00000397714.6,ENSG00000186522.15,SEPTIN10
Q7L8A9-2,204,73.12348039215684,ENST00000554237.1,ENSG00000071246.11,VASH1
Q7Z2X4-4,217,72.62511520737321,ENST00000392055.8,ENSG00000153823.19,PID1
Q3SXM5-2,275,88.64338181818182,ENST00000434463.7,ENSG00000103160.12,HSDL1
Q8N3J5-3,150,70.35493333333332,na,na,na
Q0P6D2-2,120,87.19558333333333,ENST00000400291.2,ENSG00000187773.9,DIPK1C
Q11203-25,43,82.06441860465114,ENST00000490541.6,ENSG00000126091.21,ST3GAL3
Q5XG92-8,481,78.93062370062364,na,na,na
P78556-2,95,89.19052631578954,ENST00000409189.7,ENSG00000115009.13,CCL20
Q8WY91-2,165,97.28624242424245,ENST00000402136.5,ENSG00000176946.13,THAP4
Q495C1-3,192,80.14838541666667,na,na,na
Q9C030-2,516,82.05370155038759,ENST00000380097.8,ENSG00000121236.21,TRIM6
Q9NZS9-2,322,83.42211180124225,na,na,na
P16562-2,278,84.11388489208629,ENST00000618917.4,ENSG00000124490.14,CRISP2
Q9HCP0-2,393,81.03806615776078,ENST00000606225.1,ENSG00000169118.18,CSNK1G1
O76081-4,152,92.64473684210527,na,na,na
Q9NZH6-4,197,84.41583756345177,ENST00000352179.7,ENSG00000125571.10,IL37
Q8IXX5-2,236,70.62453389830512,na,na,na
Q9NUM3-3,232,80.09374999999997,ENST00000556605.5,ENSG00000029364.12,SLC39A9
Q9BYV6-3,540,71.28072222222217,ENST00000276573.11,ENSG00000147573.17,TRIM55
Q6GPH4-2,282,70.07078014184404,ENST00000346752.8,ENSG00000132530.17,XAF1
Q9Y343-2,159,79.66106918238995,ENST00000513881.5,ENSG00000064652.11,SNX24
Q13362-3,485,88.62070103092783,ENST00000350249.7,ENSG00000078304.19,PPP2R5C
Q9UQ13-2,536,86.60509328358211,ENST00000265277.10,ENSG00000108061.13,SHOC2
O00204-2,350,88.18371428571433,ENST00000323090.4,ENSG00000088002.12,SULT2B1
Q9NPH3-2,356,90.93598314606744,ENST00000422485.5,ENSG00000196083.10,IL1RAP
P15170-2,636,73.55537735849062,ENST00000439887.6,ENSG00000103342.13,GSPT1
Q8N423-4,482,76.56089211618256,ENST00000434421.5,ENSG00000131042.15,LILRB2
P12872-2,108,73.17194444444449,ENST00000507738.1,ENSG00000096395.11,MLN
Q7Z614-2,152,70.98703947368415,na,na,na
Q96JD6-5,222,88.67351351351353,ENST00000345253.9,ENSG00000165568.18,AKR1E2
Q9HD47-2,146,79.6691780821918,ENST00000407006.8,ENSG00000108961.14,RANGRF
P10632-2,388,92.39268041237108,ENST00000535898.5,ENSG00000138115.15,CYP2C8
O14717-5,71,93.01154929577469,na,na,na
Q15782-5,311,96.7639871382637,ENST00000466741.5,ENSG00000064886.14,CHI3L2
O95861-3,253,95.2166007905138,ENST00000544404.5,ENSG00000162813.18,BPNT1
Q9NRS6-2,256,74.84800781249994,ENST00000352068.5,ENSG00000110025.13,SNX15
P03372-3,422,78.23571090047398,na,na,na
Q9BU40-5,457,70.61376367614876,ENST00000444321.2,ENSG00000101938.15,CHRDL1
O15511-2,154,90.29214285714282,ENST00000294742.6,ENSG00000162704.16,ARPC5
Q9Y6W5-2,281,79.54508896797158,ENST00000536657.1,ENSG00000158195.11,WASF2
O76082-3,581,85.86299483648878,ENST00000435065.7,ENSG00000197375.14,SLC22A5
Q8N4B1-4,262,71.83064885496184,ENST00000361483.4,ENSG00000198324.14,PHETA1
P19224-2,265,93.26792452830188,ENST00000373424.5,ENSG00000167165.19,UGT1A6
Q9NY84-3,117,91.0768376068376,na,na,na
Q6UWF7-2,260,93.46953846153848,ENST00000424261.6,ENSG00000137634.10,NXPE4
Q9NSP4-4,107,90.79990654205606,ENST00000407253.7,ENSG00000100162.15,CENPM
Q92569-2,402,78.25490049751244,ENST00000423209.5,ENSG00000117461.15,PIK3R3
P48061-5,90,84.58400000000002,na,na,na
Q969T7-2,292,93.06982876712335,na,na,na
Q8N434-2,340,80.44114705882352,ENST00000436657.5,ENSG00000157703.16,SVOPL
Q8TB03-3,155,80.17445161290321,na,na,na
O43679-2,331,74.19960725075529,ENST00000441778.6,ENSG00000169744.13,LDB2
P40424-2,347,76.45708933717582,na,na,na
Q7Z6M1-2,321,83.67006230529594,ENST00000259460.12,ENSG00000136933.17,RABEPK
Q9H3U5-3,426,82.59021126760564,na,na,na
Q9Y275-2,266,75.91751879699248,ENST00000430559.5,ENSG00000102524.12,TNFSF13B
Q9BV29-3,134,72.19171641791047,ENST00000561011.5,ENSG00000128891.16,CCDC32
Q9NWZ5-4,533,81.53454033771114,ENST00000369908.9,ENSG00000198276.16,UCKL1
Q7Z5S9-2,169,82.21964497041425,ENST00000514558.5,ENSG00000164124.11,TMEM144
Q8WV16-4,395,87.2753924050633,ENST00000394234.6,ENSG00000119599.17,DCAF4
Q4ZJI4-2,243,82.15872427983541,na,na,na
Q6P1S2-2,251,71.86900398406372,ENST00000534941.2,ENSG00000174928.16,C3orf33
Q9UNS2-2,403,85.52307692307697,ENST00000539941.6,ENSG00000141030.13,COPS3
Q8IZ96-16,71,80.32422535211266,na,na,na
Q9NRC1-6,499,84.58120240480957,ENST00000393443.5,ENSG00000004866.22,ST7
Q15046-2,625,88.0868,ENST00000319410.9,ENSG00000065427.15,KARS1
P30085-2,147,92.07367346938778,na,na,na
Q9Y5R5-2,226,70.04787610619474,ENST00000259622.10,ENSG00000173253.16,DMRT2
O76064-3,448,73.05310267857145,ENST00000469731.5,ENSG00000112130.17,RNF8
Q96JB5-4,531,80.84551789077217,ENST00000536708.6,ENSG00000108465.15,CDK5RAP3
Q969G3-6,293,77.55426621160414,ENST00000400122.8,ENSG00000073584.20,SMARCE1
Q9UHP7-2,154,82.34811688311687,ENST00000479877.5,ENSG00000069493.15,CLEC2D
Q8NG50-10,166,78.47493975903616,ENST00000612980.4,ENSG00000278023.7,RDM1
O14653-3,195,77.21594871794876,ENST00000640621.1,ENSG00000108433.17,GOSR2
Q6P2C8-4,130,77.75169230769231,ENST00000474263.1,ENSG00000160563.14,MED27
O95758-7,457,72.4205470459519,ENST00000343327.6,ENSG00000119314.16,PTBP3
Q6FI81-3,299,74.27745819397998,ENST00000567518.5,ENSG00000005194.15,CIAPIN1
Q9NQ48-2,282,84.2210992907801,ENST00000684620.1,ENSG00000163818.19,LZTFL1
Q17RN3-2,267,76.16891385767795,ENST00000343358.11,ENSG00000130244.13,FAM98C
P04637-8,209,83.37488038277512,ENST00000510385.5,ENSG00000141510.18,TP53
P23368-2,479,93.6733611691023,ENST00000382927.3,ENSG00000082212.13,ME2
Q9UKR0-3,111,70.03486486486489,ENST00000529888.5,ENSG00000186474.16,KLK12
Q86SX3-5,352,70.31786931818183,ENST00000392527.5,ENSG00000185347.18,TEDC1
O95394-4,570,92.74843859649128,ENST00000508748.5,ENSG00000013375.16,PGM3
Q9UNH5-5,610,71.46954098360654,ENST00000644813.1,ENSG00000079335.20,CDC14A
Q7Z692-2,142,88.5410563380282,na,na,na
P52895-2,139,91.05115107913667,ENST00000455190.2,ENSG00000151632.18,AKR1C2
Q9Y232-4,412,74.99558252427184,ENST00000343762.5,ENSG00000153046.18,CDYL
Q4JDL3-9,104,79.16855769230769,ENST00000510335.5,ENSG00000204179.11,PTPN20
P33260-2,431,89.40723897911833,ENST00000339022.6,ENSG00000108242.13,CYP2C18
Q7Z4I7-2,365,82.74575342465752,ENST00000324938.9,ENSG00000072163.20,LIMS2
Q9Y4P1-3,280,82.67099999999996,na,na,na
P49758-16,460,88.70623913043472,ENST00000355512.10,ENSG00000182732.18,RGS6
P11234-2,228,82.02074561403514,na,na,na
P45984-4,424,81.05129716981135,ENST00000455781.5,ENSG00000050748.18,MAPK9
A2A2Y4-3,362,70.07693370165745,ENST00000376434.5,ENSG00000172159.16,FRMD3
Q06609-4,340,81.8984705882353,ENST00000645673.2,ENSG00000051180.17,RAD51
Q9NZ43-3,135,86.49688888888886,ENST00000595101.5,ENSG00000053501.14,USE1
P10599-2,85,85.52176470588236,ENST00000374515.9,ENSG00000136810.13,TXN
P43115-12,429,71.69076923076923,na,na,na
Q14406-3,139,74.89539568345322,ENST00000438387.6,ENSG00000204414.14,CSHL1
Q5DX21-2,430,73.61809302325581,ENST00000425327.6,ENSG00000144847.13,IGSF11
Q6QEF8-2,286,71.90510489510484,na,na,na
Q96PD5-2,634,75.22264984227124,ENST00000292609.8,ENSG00000161031.13,PGLYRP2
Q14257-2,335,71.53408955223881,ENST00000320963.9,ENSG00000117906.14,RCN2
Q9NVN3-1,536,87.29095149253729,ENST00000462949.5,ENSG00000111785.21,RIC8B
Q86XA0-2,123,88.2345528455284,ENST00000588822.1,ENSG00000181038.14,METTL23
O95169-3,155,92.93329032258065,ENST00000370322.5,ENSG00000166136.16,NDUFB8
P13646-3,420,75.86623809523812,ENST00000336861.7,ENSG00000171401.15,KRT13
Q6ZTW0-2,271,77.82789667896675,na,na,na
O15374-5,439,77.47810933940774,ENST00000472422.6,ENSG00000168679.18,SLC16A4
Q8IXY8-2,337,87.54991097922846,ENST00000440797.6,ENSG00000185250.16,PPIL6
Q6PIL6-3,188,82.65898936170214,ENST00000509207.1,ENSG00000185774.16,KCNIP4
Q8NDV1-2,210,87.15,na,na,na
O94810-2,456,83.17223684210525,ENST00000359740.6,ENSG00000076344.16,RGS11
Q969K4-3,453,85.34699779249448,na,na,na
P52434-5,86,80.23372093023254,ENST00000443489.5,ENSG00000163882.10,POLR2H
P49810-2,414,71.0963526570048,na,na,na
Q8N6Q3-3,145,83.416,ENST00000378012.3,ENSG00000204936.10,CD177
Q8N690-2,88,73.64602272727274,ENST00000376315.2,ENSG00000180483.7,DEFB119
O95990-2,135,74.7912592592592,ENST00000464064.5,ENSG00000168309.18,FAM107A
P36871-2,580,95.04565517241376,ENST00000371083.4,ENSG00000079739.17,PGM1
Q5VZ03-3,135,75.1805925925926,ENST00000375855.3,ENSG00000130045.17,NXNL2
Q92597-3,313,78.16226837060701,na,na,na
Q8N2G8-3,491,76.47957230142563,na,na,na
Q9NZC7-5,234,79.08675213675212,ENST00000406884.6,ENSG00000186153.18,WWOX
O14763-2,411,71.68722627737223,ENST00000347739.3,ENSG00000120889.13,TNFRSF10B
Q8N4P3-2,140,95.94464285714284,ENST00000330334.7,ENSG00000184508.12,HDDC3
Q15007-2,151,88.8962251655629,ENST00000337387.4,ENSG00000146457.16,WTAP
Q16635-6,254,82.70594488188978,na,na,na
Q9Y371-3,265,84.82509433962261,ENST00000535010.5,ENSG00000097033.14,SH3GLB1
Q9BTF0-2,303,73.02795379537946,ENST00000378727.8,ENSG00000138050.15,THUMPD2
P37173-2,592,79.97336148648651,ENST00000359013.4,ENSG00000163513.19,TGFBR2
Q96GE6-3,81,75.6923456790123,ENST00000540479.6,ENSG00000129007.16,CALML4
Q13555-5,527,81.42053130929797,ENST00000322635.7,ENSG00000148660.21,CAMK2G
Q5VUD6-2,344,85.14026162790707,ENST00000371691.5,ENSG00000165716.11,DIPK1B
P00390-3,493,89.79809330628801,ENST00000546342.5,ENSG00000104687.14,GSR
P21754-2,372,75.50432795698924,na,na,na
P0CAP1-2,445,78.41943820224719,na,na,na
Q8TCC7-5,419,86.59608591885441,ENST00000535878.5,ENSG00000149452.16,SLC22A8
Q9NXK8-2,273,88.73600732600738,ENST00000591009.1,ENSG00000127452.9,FBXL12
Q1MX18-4,490,87.28304081632659,ENST00000525218.1,ENSG00000188487.12,INSC
Q9HAD4-2,404,79.22779702970298,ENST00000507029.5,ENSG00000164253.14,WDR41
Q9UBX7-1,250,87.03016,ENST00000453757.8,ENSG00000167757.14,KLK11
Q12849-5,318,74.86358490566039,ENST00000502323.5,ENSG00000132463.15,GRSF1
P43115-8,394,74.94994923857863,na,na,na
P35052-2,287,79.77174216027872,na,na,na
Q3SYC2-2,252,93.12488095238102,ENST00000526712.1,ENSG00000166391.15,MOGAT2
Q14195-2,684,81.63096491228069,ENST00000343218.10,ENSG00000113657.13,DPYSL3
Q07866-5,616,72.77928571428562,na,na,na
P07101-5,407,81.02238329238335,na,na,na
O95238-2,319,70.45084639498437,ENST00000544425.2,ENSG00000124664.11,SPDEF
O43699-5,389,81.06465295629816,ENST00000359982.8,ENSG00000105492.16,SIGLEC6
O14807-2,132,85.68287878787885,ENST00000614350.4,ENSG00000158186.13,MRAS
P53990-4,366,71.92322404371583,ENST00000378799.11,ENSG00000182149.21,IST1
Q92633-2,365,84.17646575342464,na,na,na
Q13555-7,533,80.14362101313323,na,na,na
Q9P2U7-3,548,79.97182481751834,na,na,na
Q5SQI0-5,323,75.61272445820433,ENST00000376483.8,ENSG00000137343.18,ATAT1
Q92564-2,257,73.63490272373542,ENST00000381441.7,ENSG00000109184.15,DCUN1D4
Q9BZG8-2,363,88.94209366391178,ENST00000570477.6,ENSG00000108963.19,DPH1
O60701-3,397,92.49448362720392,ENST00000507089.5,ENSG00000109814.12,UGDH
P45379-5,297,79.46929292929295,na,na,na
P14921-4,225,72.9960888888889,ENST00000535549.5,ENSG00000134954.14,ETS1
Q68D86-2,483,75.37242236024836,ENST00000584156.5,ENSG00000150636.17,CCDC102B
Q96F24-2,237,78.067552742616,na,na,na
Q9BRP4-3,277,94.88476534296032,ENST00000535604.5,ENSG00000175575.13,PAAF1
Q969Z3-2,257,88.86295719844357,ENST00000359316.6,ENSG00000117791.16,MTARC2
Q96SA4-3,459,77.90339869281051,ENST00000536859.5,ENSG00000168528.12,SERINC2
Q99836-4,146,73.98691780821916,ENST00000650112.2,ENSG00000172936.16,MYD88
Q9H6V9-4,195,91.72958974358974,ENST00000541941.5,ENSG00000118961.15,LDAH
Q9UKW6-3,138,70.56079710144924,ENST00000532417.1,ENSG00000135374.11,ELF5
Q7Z5L0-2,70,79.73042857142855,ENST00000354194.4,ENSG00000182853.12,VMO1
P46098-3,463,82.76514038876884,ENST00000299961.5,ENSG00000166736.12,HTR3A
O60921-2,259,90.13922779922784,ENST00000432325.5,ENSG00000136273.13,HUS1
Q96AB3-3,135,74.37133333333337,ENST00000438389.6,ENSG00000063241.8,ISOC2
Q9Y6J8-2,247,86.58048582995951,na,na,na
Q9UKR8-4,160,78.67962500000002,ENST00000621731.4,ENSG00000130167.14,TSPAN16
Q96QE5-4,171,73.19871345029236,ENST00000306049.9,ENSG00000172171.11,TEFM
O60880-3,58,82.97810344827582,ENST00000491950.5,ENSG00000183918.17,SH2D1A
Q7LG56-6,423,75.96042553191492,na,na,na
Q6DKJ4-2,177,86.45468926553669,na,na,na
Q9UHI5-4,430,71.8570697674419,ENST00000529705.6,ENSG00000092068.21,SLC7A8
Q5T0U0-2,284,81.27271126760566,na,na,na
Q7Z4G1-2,98,81.40448979591838,ENST00000355801.4,ENSG00000188243.14,COMMD6
Q9UBR5-3,67,71.34492537313433,ENST00000362093.4,ENSG00000217555.13,CKLF
Q9H7X0-2,249,77.66875502008033,ENST00000424546.6,ENSG00000122390.19,NAA60
P42771-4,167,76.67790419161675,ENST00000498124.1,ENSG00000147889.18,CDKN2A
P26378-1,380,73.4581052631579,ENST00000371823.8,ENSG00000162374.18,ELAVL4
Q8N8B7-2,381,71.01128608923881,na,na,na
Q9BQ16-6,340,71.19582352941178,na,na,na
Q9HBI1-3,327,87.13828746177363,ENST00000404989.1,ENSG00000188677.15,PARVB
Q96G75-2,333,90.69447447447448,na,na,na
P32121-5,394,80.52456852791876,ENST00000381488.10,ENSG00000141480.18,ARRB2
Q9Y6M1-6,531,76.89694915254232,na,na,na
Q6UWM7-2,394,94.08454314720808,ENST00000537670.5,ENSG00000188501.11,LCTL
Q86WD7-6,337,90.7079525222552,ENST00000448305.6,ENSG00000170054.16,SERPINA9
Q6ICL3-5,178,83.8674719101124,ENST00000432883.5,ENSG00000183597.16,TANGO2
Q13133-3,402,86.24455223880597,ENST00000395397.7,ENSG00000025434.19,NR1H3
P20151-2,223,80.69000000000004,ENST00000358049.8,ENSG00000167751.13,KLK2
P42330-2,204,96.03034313725496,na,na,na
Q9BW83-2,185,90.42243243243242,ENST00000340630.9,ENSG00000100360.15,IFT27
