reference,length,plddt,transcript_ID,gene_ID,gene_name
Q15173,497,85.9590543259557,ENST00000164133.7,ENSG00000068971.14,PPP2R5B
Q9ULP0,352,84.33806818181823,ENST00000570248.6,ENSG00000103034.15,NDRG4
Q8NE22,299,87.26441471571907,ENST00000285947.5,ENSG00000155542.12,SETD9
P30038,563,96.31831261101232,ENST00000375341.8,ENSG00000159423.17,ALDH4A1
Q86TD4,473,84.31192389006335,ENST00000399609.7,ENSG00000185739.13,SRL
Q6NUK1,477,82.31035639412988,ENST00000565488.6,ENSG00000085491.17,SLC25A24
Q12974,167,90.92706586826348,ENST00000647444.2,ENSG00000184007.22,PTP4A2
Q9NXW2,375,77.07104000000001,ENST00000444643.8,ENSG00000148719.16,DNAJB12
Q3B7J2,385,91.75483116883116,ENST00000268797.12,ENSG00000141098.13,GFOD2
P41587,438,74.2580821917808,ENST00000262178.7,ENSG00000106018.14,VIPR2
Q9NZR1,351,84.0155270655271,ENST00000249700.9,ENSG00000128872.10,TMOD2
Q8TE99,480,89.22616666666674,ENST00000286353.9,ENSG00000155893.13,PXYLP1
P60953,191,93.57136125654446,na,na,na
Q86Y07,508,77.52470472440949,ENST00000340157.9,ENSG00000028116.18,VRK2
Q8TBB0,222,73.7697747747748,ENST00000311638.7,ENSG00000174796.12,THAP6
O00559,213,66.05830985915492,ENST00000337573.10,ENSG00000147654.15,EBAG9
Q9NQ76,525,43.23270476190483,ENST00000361056.4,ENSG00000152595.17,MEPE
P11802,303,87.53528052805287,ENST00000257904.11,ENSG00000135446.17,CDK4
P34897,504,93.33583333333333,ENST00000328923.8,ENSG00000182199.11,SHMT2
P51553,393,89.23600508905854,ENST00000217901.10,ENSG00000067829.20,IDH3G
P49407,418,82.19837320574166,ENST00000420843.7,ENSG00000137486.17,ARRB1
Q7L266,308,94.24785714285716,ENST00000415229.6,ENSG00000162174.12,ASRGL1
P48023,281,80.36288256227759,ENST00000367721.3,ENSG00000117560.8,FASLG
O14893,280,79.75453571428574,na,na,na
Q9UJG1,213,78.25854460093893,ENST00000370783.8,ENSG00000101928.13,MOSPD1
Q5ZPR3,534,84.2400749063671,ENST00000318443.10,ENSG00000103855.18,CD276
Q9Y4X4,402,49.78042288557213,ENST00000377669.7,ENSG00000118922.18,KLF12
Q9NVT9,282,78.3341843971631,ENST00000276569.8,ENSG00000104442.10,ARMC1
P27352,417,90.35299760191845,ENST00000257248.3,ENSG00000134812.8,CBLIF
Q6ZNA5,592,88.58027027027026,ENST00000646001.2,ENSG00000156869.14,FRRS1
P51649,535,91.99033644859816,ENST00000357578.8,ENSG00000112294.14,ALDH5A1
O00148,427,85.00796252927401,ENST00000242776.9,ENSG00000123136.15,DDX39A
O75822,258,68.28875968992247,ENST00000261868.10,ENSG00000104131.13,EIF3J
P78369,228,80.1723245614035,ENST00000299339.3,ENSG00000134873.10,CLDN10
O60678,531,84.40549905838043,ENST00000331079.11,ENSG00000185238.13,PRMT3
O75347,108,94.15805555555556,ENST00000380377.9,ENSG00000171530.15,TBCA
Q96N11,449,82.56808463251666,ENST00000344417.10,ENSG00000146576.13,C7orf26
Q9Y3Y4,419,55.44085918854415,ENST00000302000.10,ENSG00000171016.13,PYGO1
Q8IVM0,306,75.41124183006534,ENST00000392456.4,ENSG00000152492.15,CCDC50
Q92643,395,85.43881012658221,ENST00000370812.8,ENSG00000142892.15,PIGK
O43474,513,48.18444444444447,na,na,na
Q99932,485,55.853010309278375,ENST00000396638.7,ENSG00000137098.14,SPAG8
Q16850,503,90.9200795228628,ENST00000003100.13,ENSG00000001630.18,CYP51A1
Q6NTE8,343,55.97148688046646,ENST00000292586.11,ENSG00000161010.16,MRNIP
Q8NC06,268,65.51552238805971,ENST00000376955.8,ENSG00000181513.15,ACBD4
P40938,356,86.38935393258427,ENST00000380071.8,ENSG00000133119.13,RFC3
Q9H6D7,363,81.35206611570243,ENST00000541587.6,ENSG00000092036.19,HAUS4
Q9C073,453,55.38388520971301,ENST00000240364.7,ENSG00000121104.8,FAM117A
Q3KNT9,176,81.48227272727273,ENST00000576060.6,ENSG00000182896.13,TMEM95
Q9UJA5,497,79.65919517102621,ENST00000203001.7,ENSG00000089195.15,TRMT6
P35503,534,91.49028089887643,ENST00000482026.6,ENSG00000288702.1,UGT1A3
Q7RTV3,350,57.34991428571429,ENST00000375256.5,ENSG00000165244.7,ZNF367
Q6ZTN6,518,71.2461196911197,na,na,na
Q00537,523,69.43483747609946,ENST00000261211.8,ENSG00000059758.8,CDK17
P0DPB3,487,59.6958932238193,na,na,na
Q5JXC2,388,57.660773195876274,ENST00000235332.6,ENSG00000116691.11,MIIP
Q9H008,270,96.99325925925936,ENST00000368842.10,ENSG00000107902.14,LHPP
Q86Y78,171,86.393216374269,ENST00000334166.9,ENSG00000187123.15,LYPD6
P23511,347,50.3599423631124,ENST00000341376.11,ENSG00000001167.15,NFYA
Q8IU85,385,75.64155844155835,ENST00000619168.5,ENSG00000183049.14,CAMK1D
Q8NFW5,382,59.63332460732983,na,na,na
Q9Y6A2,500,94.78684000000004,ENST00000261835.8,ENSG00000036530.9,CYP46A1
Q9P2R7,463,87.48570194384443,ENST00000646932.1,ENSG00000136143.16,SUCLA2
Q8TBF2,198,92.27959595959592,ENST00000419916.8,ENSG00000157870.17,PRXL2B
Q9H4H8,585,63.462,ENST00000619850.2,ENSG00000101447.15,FAM83D
Q969Q1,353,82.75492917847026,ENST00000374272.4,ENSG00000158022.7,TRIM63
Q96S94,520,69.44582692307687,ENST00000400809.8,ENSG00000221978.13,CCNL2
Q8TCE9,139,97.1237410071943,ENST00000392052.8,ENSG00000006659.13,LGALS14
Q9UMS0,254,79.16543307086617,ENST00000410022.7,ENSG00000169599.13,NFU1
Q9P0I2,261,76.99030651340995,ENST00000245046.7,ENSG00000125037.13,EMC3
Q6P1S2,294,68.38265306122452,ENST00000340171.7,ENSG00000174928.16,C3orf33
Q9UHD0,177,87.5617514124294,ENST00000659997.3,ENSG00000142224.18,IL19
Q6JVE9,175,79.80594285714287,ENST00000612714.1,ENSG00000204001.10,LCN8
Q6UWT4,87,65.25459770114944,ENST00000318315.5,ENSG00000178776.5,C5orf46
Q6UX07,377,83.11549071618033,ENST00000378895.9,ENSG00000167536.14,DHRS13
Q6XZB0,460,89.48939130434779,ENST00000681601.1,ENSG00000188992.12,LIPI
P27037,513,83.39157894736846,ENST00000241416.12,ENSG00000121989.15,ACVR2A
Q9NZH0,403,73.70851116625309,ENST00000300571.7,ENSG00000167191.12,GPRC5B
Q9ULC0,261,51.98091954022987,ENST00000296420.9,ENSG00000164035.10,EMCN
Q8WW12,178,62.77073033707863,ENST00000265260.8,ENSG00000081154.12,PCNP
Q9BU64,300,84.80986666666664,ENST00000380834.7,ENSG00000138092.11,CENPO
P51809,220,84.36822727272727,ENST00000286448.12_PAR_Y,ENSG00000124333.16_PAR_Y,VAMP7
Q96QE5,360,81.2054722222222,ENST00000581216.6,ENSG00000172171.11,TEFM
P80303,420,83.82821428571427,ENST00000529010.6,ENSG00000070081.18,NUCB2
Q6NYC1,403,87.32245657568248,ENST00000397625.9,ENSG00000070495.15,JMJD6
Q8NFT2,490,88.65506122448971,ENST00000394621.7,ENSG00000157214.14,STEAP2
Q96JZ2,352,63.22911931818181,ENST00000613986.4,ENSG00000196684.12,HSH2D
P61962,342,93.21020467836264,ENST00000614556.5,ENSG00000136485.16,DCAF7
Q3SXZ7,439,78.57321184510245,ENST00000535842.6,ENSG00000131044.18,TTLL9
P49023,591,64.67483925549915,ENST00000228307.11,ENSG00000089159.17,PXN
P35575,357,92.62210084033605,ENST00000253801.7,ENSG00000131482.10,G6PC1
Q9H6K1,298,72.57892617449666,ENST00000374023.8,ENSG00000196821.10,ILRUN
Q9NS23,344,70.51898255813956,ENST00000357043.6,ENSG00000068028.18,RASSF1
O43913,435,82.04705747126441,ENST00000297431.9,ENSG00000164815.11,ORC5
Q06265,439,76.99845102505694,ENST00000243498.10,ENSG00000123737.13,EXOSC9
O94788,518,95.72453667953668,ENST00000249750.9,ENSG00000128918.15,ALDH1A2
P14324,419,84.81792362768495,ENST00000368356.9,ENSG00000160752.15,FDPS
Q86UA6,219,81.28995433789952,ENST00000381209.8,ENSG00000129197.15,RPAIN
Q9BRX5,216,88.0699074074074,ENST00000318129.6,ENSG00000181938.14,GINS3
Q6ZSS3,439,62.67214123006833,ENST00000339296.10,ENSG00000172888.12,ZNF621
O76064,485,74.94340206185569,ENST00000373479.9,ENSG00000112130.17,RNF8
O00115,360,91.0991666666666,ENST00000222219.8,ENSG00000105612.9,DNASE2
Q8N7P1,536,82.92539179104487,ENST00000536534.7,ENSG00000180287.17,PLD5
P35080,140,95.44314285714287,ENST00000239940.12,ENSG00000070087.15,PFN2
Q92692,538,75.4235501858735,ENST00000252483.10,ENSG00000130202.10,NECTIN2
Q8NHY0,566,83.87855123674923,ENST00000300404.2,ENSG00000167080.9,B4GALNT2
P54750,535,80.8706542056076,na,na,na
Q4G0N4,442,83.00545248868781,ENST00000381937.9,ENSG00000152620.13,NADK2
O00233,223,83.35686098654706,ENST00000541212.6,ENSG00000110801.14,PSMD9
A6NEM1,432,72.48875,ENST00000618348.2,ENSG00000197978.10,GOLGA6L9
A6NFC5,223,80.50856502242158,ENST00000421688.6,ENSG00000204278.13,TMEM235
W5XKT8,324,86.36104938271605,ENST00000637797.2,ENSG00000182310.15,SPACA6
Q8NFW8,434,87.32622119815663,ENST00000229329.7,ENSG00000111726.13,CMAS
P55209,391,79.09432225063941,ENST00000618691.5,ENSG00000187109.15,NAP1L1
Q9Y664,436,88.41126146788999,ENST00000338134.8,ENSG00000118162.14,KPTN
Q6P5X7,295,55.73159322033903,ENST00000677595.1,ENSG00000165071.15,TMEM71
O00330,501,76.85367265469066,ENST00000227868.9,ENSG00000110435.13,PDHX
P00973,400,83.95805,ENST00000202917.10,ENSG00000089127.15,OAS1
Q8TCC7,542,85.55763837638372,ENST00000336232.7,ENSG00000149452.16,SLC22A8
Q8TBH0,407,82.06773955773943,ENST00000222250.5,ENSG00000105643.11,ARRDC2
Q15723,593,49.61650927487356,ENST00000686138.1,ENSG00000109381.21,ELF2
Q13371,301,76.51588039867107,ENST00000259467.9,ENSG00000136940.14,PDCL
O95249,250,84.14967999999996,ENST00000225724.9,ENSG00000108587.16,GOSR1
Q9BY32,194,95.14298969072168,ENST00000380113.8,ENSG00000125877.13,ITPA
P41217,278,86.55694244604318,na,na,na
Q92565,580,77.5285344827586,ENST00000401957.6,ENSG00000136237.19,RAPGEF5
Q9Y616,596,71.10843959731551,ENST00000261233.9,ENSG00000090376.11,IRAK3
Q9BZI7,483,66.02561076604556,ENST00000276201.7,ENSG00000125351.13,UPF3B
Q9BRP8,204,73.36210784313725,ENST00000408946.7,ENSG00000170473.17,PYM1
Q9GZZ7,299,69.02501672240805,ENST00000319242.8,ENSG00000125861.16,GFRA4
Q92685,438,89.09116438356159,ENST00000397676.8,ENSG00000214160.10,ALG3
Q15120,406,91.51859605911336,ENST00000379162.9,ENSG00000067992.17,PDK3
Q9NQL2,400,76.1528,ENST00000369415.9,ENSG00000025039.15,RRAGD
P55263,362,93.18533149171282,ENST00000539909.6,ENSG00000156110.15,ADK
Q8TC21,504,71.98011904761897,ENST00000398612.3,ENSG00000172748.14,ZNF596
Q6P499,406,75.12810344827584,ENST00000374399.9,ENSG00000001461.17,NIPAL3
Q7Z398,422,66.04909952606634,na,na,na
Q96SR6,550,61.46787272727274,ENST00000292928.7,ENSG00000161298.19,ZNF382
O43854,480,87.31354166666657,ENST00000296591.10,ENSG00000164176.13,EDIL3
Q8TBN0,382,78.24089005235604,ENST00000394836.7,ENSG00000167994.13,RAB3IL1
Q8N8B7,351,72.4554415954416,na,na,na
Q9H5X1,160,86.30106250000003,ENST00000300030.8,ENSG00000166797.11,CIAO2A
Q8NDZ4,430,89.12130232558135,ENST00000315691.8,ENSG00000181744.9,DIPK2A
Q9UBR5,152,77.10144736842103,ENST00000264001.9,ENSG00000217555.13,CKLF
Q9NQ32,467,51.86820128479656,ENST00000326053.10,ENSG00000176029.14,C11orf16
Q9P104,306,78.14513071895423,ENST00000262593.10,ENSG00000101134.12,DOK5
P29466,404,81.29826732673266,ENST00000533400.6,ENSG00000137752.24,CASP1
Q96H22,339,85.93277286135697,ENST00000305850.10,ENSG00000166451.14,CENPN
P32119,198,97.64085858585857,ENST00000301522.3,ENSG00000167815.12,PRDX2
Q9BZV1,441,76.60068027210883,ENST00000301281.11,ENSG00000167671.12,UBXN6
Q13418,452,89.27940265486721,ENST00000299421.9,ENSG00000166333.14,ILK
Q9BQP9,254,74.05661417322835,ENST00000375454.8,ENSG00000131059.12,BPIFA3
Q5VST6,288,92.40107638888888,ENST00000333421.7,ENSG00000107362.14,ABHD17B
P18859,108,82.88592592592589,ENST00000284971.8,ENSG00000154723.13,ATP5PF
Q9HAE3,211,89.68843601895732,ENST00000262103.8,ENSG00000034239.11,EFCAB1
P00749,431,81.99754060324827,ENST00000372764.4,ENSG00000122861.16,PLAU
Q9BRV3,221,89.81796380090496,ENST00000368404.9,ENSG00000169241.19,SLC50A1
Q8N954,285,81.20347368421051,na,na,na
Q9BRT9,223,90.27349775784757,ENST00000276533.4,ENSG00000147536.12,GINS4
Q9Y2Y0,163,80.7523926380369,ENST00000219204.8,ENSG00000102931.8,ARL2BP
P48547,511,78.52236790606653,ENST00000379472.4,ENSG00000129159.9,KCNC1
Q8N431,466,85.0091845493561,ENST00000361132.9,ENSG00000146090.16,RASGEF1C
Q9C0I9,530,62.4702264150943,ENST00000368614.8,ENSG00000148814.18,LRRC27
Q8WUD6,406,90.90990147783252,ENST00000229266.8,ENSG00000111666.11,CHPT1
P42772,138,90.56579710144926,ENST00000276925.7,ENSG00000147883.12,CDKN2B
P29692,281,72.57693950177935,ENST00000530445.6,ENSG00000104529.19,EEF1D
Q400G9,498,73.03793172690757,ENST00000683327.1,ENSG00000174945.14,AMZ1
Q9UBL9,471,79.88541401273893,ENST00000643471.2,ENSG00000187848.15,P2RX2
Q9NZA1,410,68.09585365853658,ENST00000185206.12,ENSG00000112782.19,CLIC5
P60153,205,80.60024390243902,ENST00000557068.5,ENSG00000188655.10,RNASE9
P07992,297,76.88296296296295,ENST00000300853.8,ENSG00000012061.16,ERCC1
Q96JN0,433,55.3705080831409,ENST00000371103.8,ENSG00000196233.14,LCOR
Q15822,529,77.1274480151229,ENST00000407991.3,ENSG00000120903.13,CHRNA2
Q9BX93,195,71.29482051282052,ENST00000373032.4,ENSG00000138308.6,PLA2G12B
Q9BZE9,553,70.72712477396026,ENST00000306739.9,ENSG00000169696.16,ASPSCR1
Q14451,532,77.808909774436,ENST00000309156.9,ENSG00000141738.14,GRB7
O14828,347,76.57501440922188,ENST00000302631.8,ENSG00000116521.11,SCAMP3
F5H4B4,570,65.06845614035097,ENST00000535113.7,ENSG00000184949.18,FAM227A
Q9NPQ8,531,90.19783427495295,ENST00000526104.6,ENSG00000177963.15,RIC8A
Q5JPI3,329,75.61227963525835,ENST00000318887.8,ENSG00000179021.10,C3orf38
P43307,286,76.16143356643356,ENST00000244763.9,ENSG00000124783.14,SSR1
Q6ZQW0,420,91.20292857142864,na,na,na
Q9UH17,382,88.23151832460728,ENST00000333467.4,ENSG00000179750.16,APOBEC3B
Q16625,522,65.25174329501914,ENST00000396442.7,ENSG00000197822.12,OCLN
Q96MX6,357,96.6192717086835,ENST00000295121.11,ENSG00000243667.7,DNAAF10
Q86VG3,221,65.05298642533936,ENST00000334307.10,ENSG00000166352.18,IFTAP
Q9Y679,410,79.03585365853654,ENST00000377526.4,ENSG00000115307.17,AUP1
Q8NFZ5,429,80.65179487179493,ENST00000315423.12,ENSG00000168884.15,TNIP2
Q9UJV8,347,71.7631700288185,ENST00000523392.2,ENSG00000172733.12,PURG
Q9UHK6,382,95.75219895287968,ENST00000335606.11,ENSG00000242110.8,AMACR
Q5BJD5,291,83.15453608247425,ENST00000528080.6,ENSG00000166471.11,TMEM41B
O75192,247,88.16639676113357,ENST00000300056.8,ENSG00000166821.9,PEX11A
O95965,494,82.6975910931175,ENST00000376180.8,ENSG00000198542.15,ITGBL1
Q8NAV2,365,53.58221917808218,ENST00000289989.10,ENSG00000241852.11,C8orf58
P0C7A2,387,46.72364341085274,na,na,na
Q9NR83,387,59.298139534883695,ENST00000266077.5,ENSG00000125520.14,SLC2A4RG
Q9GZS9,411,88.4710462287105,ENST00000336257.8,ENSG00000135702.15,CHST5
O14519,115,75.19782608695655,ENST00000261692.7,ENSG00000111328.7,CDK2AP1
Q96MN9,340,55.55082352941177,ENST00000585316.3,ENSG00000265763.4,ZNF488
Q92844,425,59.58957647058827,ENST00000392749.7,ENSG00000136560.14,TANK
Q9HAH7,460,52.1252391304348,ENST00000287468.5,ENSG00000156860.16,FBRS
P43626,348,75.60781609195408,na,na,na
Q969P5,355,80.10385915492955,ENST00000517956.5,ENSG00000156804.7,FBXO32
P0CAP1,466,76.87667381974254,ENST00000267853.10,ENSG00000263155.6,MYZAP
P36871,562,97.16508896797146,ENST00000371084.8,ENSG00000079739.17,PGM1
Q69YN2,538,83.74553903345715,ENST00000354105.10,ENSG00000095485.18,CWF19L1
P36402,384,56.83059895833333,na,na,na
Q86YT5,568,85.64399647887322,ENST00000433363.7,ENSG00000141485.17,SLC13A5
O00241,398,84.39816582914575,ENST00000381605.9,ENSG00000101307.16,SIRPB1
P08138,427,76.04245901639347,ENST00000172229.8,ENSG00000064300.9,NGFR
Q86UN3,420,79.01266666666665,ENST00000335099.8,ENSG00000186907.8,RTN4RL2
P04085,211,78.00303317535543,ENST00000354513.9,ENSG00000197461.13,PDGFA
Q9NQX7,267,75.59247191011237,ENST00000326427.11,ENSG00000135916.16,ITM2C
Q8NBZ0,244,66.57057377049178,ENST00000563197.6,ENSG00000169592.15,INO80E
Q8WU90,426,70.67906103286388,ENST00000337859.11,ENSG00000065548.18,ZC3H15
Q96LA8,375,93.46781333333335,ENST00000370078.2,ENSG00000198890.9,PRMT6
Q8TCE6,357,90.39714285714288,ENST00000361432.3,ENSG00000119979.18,DENND10
Q8N7U7,411,46.350024330900176,na,na,na
Q96IY4,423,94.15148936170208,ENST00000181383.10,ENSG00000080618.17,CPB2
P26439,372,94.59233870967742,ENST00000369416.4,ENSG00000203859.10,HSD3B2
Q95460,341,88.02363636363631,ENST00000367580.6,ENSG00000153029.16,MR1
Q96JY0,434,72.51200460829487,ENST00000367872.9,ENSG00000143194.13,MAEL
P28039,575,90.12380869565224,ENST00000617537.5,ENSG00000136250.12,AOAH
Q7RTN6,431,80.23723897911836,ENST00000336174.12,ENSG00000266173.7,STRADA
O60268,411,70.12586374695863,ENST00000683363.1,ENSG00000135709.14,KIAA0513
Q9BS86,351,82.20566951566948,ENST00000046087.7,ENSG00000042813.8,ZPBP
Q8TAV0,307,78.73876221498371,ENST00000373954.11,ENSG00000009780.16,FAM76A
Q96A56,240,58.94091666666669,ENST00000342697.5,ENSG00000164938.14,TP53INP1
O75781,387,67.5817312661498,ENST00000338448.10,ENSG00000099864.18,PALM
Q96M60,508,71.06090551181101,ENST00000299338.11,ENSG00000166262.16,FAM227B
Q9C0K3,210,88.10323809523808,ENST00000683684.1,ENSG00000106526.11,ACTR3C
Q8TD07,263,81.6859315589354,ENST00000357183.9,ENSG00000164520.12,RAET1E
Q9UNP9,301,81.67734219269101,ENST00000324379.10,ENSG00000084072.17,PPIE
Q02750,393,82.85636132315528,ENST00000307102.10,ENSG00000169032.11,MAP2K1
Q86SK9,330,89.13996969696974,ENST00000319540.9,ENSG00000145284.12,SCD5
P13928,327,94.4788073394495,ENST00000585281.6,ENSG00000265190.7,ANXA8
Q86Y22,540,60.153796296296335,ENST00000390654.8,ENSG00000050767.18,COL23A1
O43820,417,91.23546762589928,ENST00000336307.6,ENSG00000186792.17,HYAL3
Q96AG3,418,73.90930622009569,ENST00000355943.8,ENSG00000164209.17,SLC25A46
P19256,250,83.07536000000002,ENST00000369489.10,ENSG00000116815.16,CD58
P04233,296,70.11304054054048,ENST00000009530.13,ENSG00000019582.17,CD74
B2RUY7,222,78.20999999999998,ENST00000312504.10,ENSG00000174453.10,VWC2L
Q12904,312,80.67749999999997,ENST00000672341.1,ENSG00000164022.18,AIMP1
Q9UJZ1,356,79.57424157303375,ENST00000356493.10,ENSG00000165283.16,STOML2
Q5T4F4,411,70.20970802919709,ENST00000684270.1,ENSG00000155256.18,ZFYVE27
Q9H6Q4,476,86.92649159663863,ENST00000251588.7,ENSG00000103245.14,CIAO3
Q9NSY2,213,96.92525821596249,ENST00000302824.7,ENSG00000172345.14,STARD5
Q96N77,438,50.82006849315069,ENST00000544117.6,ENSG00000167528.13,ZNF641
Q6UWV7,190,65.5189473684211,ENST00000517870.2,ENSG00000182183.15,SHISAL2A
Q9HD89,108,89.0925,ENST00000221515.6,ENSG00000104918.8,RETN
Q3KNV8,242,84.62892561983472,ENST00000362003.9,ENSG00000185619.18,PCGF3
Q15404,277,94.80440433213003,ENST00000345264.10,ENSG00000148484.18,RSU1
Q5EB52,335,91.76331343283589,ENST00000223215.10,ENSG00000106484.16,MEST
Q96Q83,286,82.15059440559445,ENST00000302708.9,ENSG00000166199.13,ALKBH3
Q86TE4,346,72.50673410404626,ENST00000336930.11,ENSG00000187398.12,LUZP2
P36980,270,90.41085185185187,ENST00000367415.8,ENSG00000080910.13,CFHR2
Q5SWX8,454,80.95398678414101,ENST00000287859.11,ENSG00000157181.16,ODR4
Q99801,234,65.78611111111113,ENST00000380871.5,ENSG00000167034.10,NKX3-1
O15173,223,77.71681614349777,ENST00000296425.10,ENSG00000164040.18,PGRMC2
Q7Z6J9,526,72.09663498098863,ENST00000333213.11,ENSG00000182173.14,TSEN54
O75586,246,75.45939024390246,ENST00000256379.10,ENSG00000133997.12,MED6
P41221,380,87.51776315789472,ENST00000264634.9,ENSG00000114251.15,WNT5A
O75570,445,80.84550561797751,ENST00000379480.9,ENSG00000120662.16,MTRF1
O76082,557,86.68922800718138,ENST00000245407.8,ENSG00000197375.14,SLC22A5
P15848,533,92.97960600375238,ENST00000264914.10,ENSG00000113273.17,ARSB
Q8NCV1,583,75.95018867924529,ENST00000315906.10,ENSG00000140955.11,ADAD2
Q15435,360,86.83558333333333,ENST00000234038.11,ENSG00000115685.15,PPP1R7
Q6NUJ5,590,60.09976271186439,ENST00000305233.6,ENSG00000171813.14,PWWP2B
P53677,418,93.14717703349272,ENST00000396926.8,ENSG00000070718.12,AP3M2
Q96AW1,172,65.04546511627905,ENST00000285279.10,ENSG00000154978.13,VOPP1
Q16630,551,64.42176043557168,ENST00000435070.7,ENSG00000111605.18,CPSF6
Q6ZN18,517,61.1499032882012,ENST00000398864.7,ENSG00000139154.16,AEBP2
Q96K19,258,76.74073643410854,ENST00000527424.6,ENSG00000120925.16,RNF170
Q5EBM4,170,60.15188235294119,na,na,na
P40426,434,69.34198156682025,ENST00000373489.10,ENSG00000167081.18,PBX3
Q63ZY6,315,76.93784126984121,na,na,na
O96013,591,69.57835871404401,ENST00000360442.7,ENSG00000130669.17,PAK4
Q8N2K1,259,83.60274131274126,ENST00000349431.11,ENSG00000160087.21,UBE2J2
P08559,390,94.47374358974356,ENST00000422285.7,ENSG00000131828.14,PDHA1
Q9P035,362,88.71375690607734,ENST00000261875.10,ENSG00000074696.13,HACD3
P32754,393,93.7414503816794,na,na,na
Q9NZJ9,180,84.96299999999998,ENST00000415493.7,ENSG00000173598.14,NUDT4
Q6UXG8,535,84.08667289719618,ENST00000327705.14,ENSG00000165810.17,BTNL9
Q96N38,554,67.72382671480148,na,na,na
P10632,490,92.40363265306124,ENST00000371270.6,ENSG00000138115.15,CYP2C8
Q9NUQ9,324,91.93614197530869,na,na,na
O75352,247,89.35384615384616,ENST00000250124.11,ENSG00000129255.16,MPDU1
Q9NRZ7,376,94.92664893617024,ENST00000291572.13,ENSG00000160216.21,AGPAT3
Q07666,443,65.0041760722348,ENST00000327300.12,ENSG00000121774.18,KHDRBS1
Q9H9L4,492,65.72865853658536,ENST00000420613.7,ENSG00000139620.13,KANSL2
Q9BX40,385,62.65116883116889,ENST00000279068.11,ENSG00000149657.20,LSM14B
Q9Y574,426,93.92974178403765,ENST00000325885.6,ENSG00000005981.13,ASB4
Q9H2W2,232,64.57163793103446,ENST00000366810.6,ENSG00000185155.12,MIXL1
Q8IVM8,553,85.58133815551534,ENST00000279178.4,ENSG00000149742.10,SLC22A9
Q9H7Z6,458,81.30949781659393,ENST00000219797.9,ENSG00000103510.20,KAT8
Q96MW1,224,76.16089285714288,ENST00000315286.13,ENSG00000180329.14,CCDC43
Q9NVV4,582,82.86130584192435,ENST00000263063.9,ENSG00000107951.15,MTPAP
Q96FL8,570,86.19431578947369,ENST00000270570.8,ENSG00000142494.13,SLC47A1
Q9BPV8,354,83.54669491525429,ENST00000325602.6,ENSG00000181631.7,P2RY13
Q9NW38,375,91.33157333333332,na,na,na
Q17RF5,130,61.74338461538465,ENST00000311623.9,ENSG00000174792.11,ODAPH
O14733,419,76.76272076372312,ENST00000397979.4,ENSG00000076984.18,MAP2K7
P42167,454,60.3455286343612,ENST00000556029.6,ENSG00000120802.14,TMPO
Q6IPX3,200,57.66325,na,na,na
Q8WVB3,486,93.20703703703698,ENST00000327949.15,ENSG00000169660.17,HEXD
O75528,432,74.72819444444443,ENST00000301964.7,ENSG00000171148.14,TADA3
O43734,574,53.37714285714286,ENST00000340026.10,ENSG00000056972.20,TRAF3IP2
O15266,292,62.31921232876713,ENST00000686671.1_PAR_Y,ENSG00000185960.15_PAR_Y,SHOX
O75365,173,86.16508670520233,ENST00000521578.6,ENSG00000184489.13,PTP4A3
Q9UDX5,166,86.63469879518073,ENST00000266263.10,ENSG00000242114.6,MTFP1
Q8WUD1,216,87.22916666666663,ENST00000397762.6,ENSG00000129472.15,RAB2B
P46952,286,95.67688811188808,ENST00000294973.11,ENSG00000162882.15,HAAO
Q6PDB4,577,68.32433275563255,ENST00000422689.3,ENSG00000221923.9,ZNF880
P43897,325,87.54156923076926,ENST00000652027.2,ENSG00000123297.20,TSFM
Q96AB3,205,95.224,ENST00000425675.7,ENSG00000063241.8,ISOC2
Q9Y262,564,68.83359929078013,ENST00000652021.1,ENSG00000100129.18,EIF3L
Q9GZU0,229,81.03419213973797,ENST00000378119.9,ENSG00000112308.13,C6orf62
Q14142,442,85.27307692307687,ENST00000341469.7,ENSG00000106785.15,TRIM14
Q9Y265,456,87.20813596491232,ENST00000322623.10,ENSG00000175792.12,RUVBL1
Q96AJ1,413,77.43924939467306,ENST00000576634.6,ENSG00000103351.13,CLUAP1
Q96M53,351,60.23324786324789,ENST00000299290.5,ENSG00000166220.14,TBATA
Q06323,249,90.66895582329316,ENST00000206451.11,ENSG00000092010.15,PSME1
Q9HD23,443,71.0662076749436,ENST00000378386.8,ENSG00000124532.15,MRS2
Q96GE6,196,77.15836734693877,na,na,na
Q5UCC4,262,78.0975572519084,ENST00000334976.11,ENSG00000161671.17,EMC10
O15079,494,59.9566194331984,ENST00000381873.7,ENSG00000101298.15,SNPH
Q9UKM9,306,69.21000000000001,ENST00000246194.8,ENSG00000125970.12,RALY
Q7L592,441,85.78671201814063,ENST00000002125.9,ENSG00000003509.16,NDUFAF7
O14524,444,76.34279279279279,ENST00000300128.9,ENSG00000166881.10,NEMP1
Q13286,438,80.82949771689505,ENST00000636147.2,ENSG00000188603.22,CLN3
Q13951,182,86.83461538461542,ENST00000290858.11,ENSG00000067955.15,CBFB
Q9UNH7,406,88.49182266009842,ENST00000362031.10,ENSG00000129515.20,SNX6
P17612,351,95.40783475783472,ENST00000308677.9,ENSG00000072062.15,PRKACA
Q9Y3D8,172,97.28000000000002,ENST00000380822.9,ENSG00000085231.14,AK6
