isoform,length,plddt,transcript_ID,gene_ID,gene_name
Q96AH0-2,124,64.06814516,ENST00000410026.7,ENSG00000173559.15,NABP1
Q14508-2,73,76.76726027,ENST00000342873.7,ENSG00000101443.18,WFDC2
O00142-5,168,92.2589881,ENST00000678015.1,ENSG00000166548.17,TK2
Q9H257-2,492,81.15020325,ENST00000371734.7,ENSG00000187796.15,CARD9
Q9HD33-3,140,95.21857143,ENST00000392659.2,ENSG00000136522.14,MRPL47
Q8NG50-11,143,63.65566434,ENST00000617591.4,ENSG00000278023.7,RDM1
Q13838-2,443,82.93939052,na,na,na
Q8NHH9-2,579,84.33303972,ENST00000419554.6,ENSG00000119787.14,ATL2
Q01130-2,209,65.87545455,ENST00000508921.7,ENSG00000161547.17,SRSF2
Q9BRA0-2,173,67.01306358,ENST00000333775.9,ENSG00000183011.14,NAA38
P61758-2,192,84.59916667,ENST00000625964.2,ENSG00000155959.12,VBP1
Q9H0W9-2,296,97.39141892,ENST00000540113.5,ENSG00000182919.15,C11orf54
P15336-4,447,57.32776286,ENST00000345739.9,ENSG00000115966.18,ATF2
P20151-3,164,88.13682927,ENST00000597439.1,ENSG00000167751.13,KLK2
Q9UNT1-3,238,74.06411765,ENST00000395593.7,ENSG00000079974.19,RABL2B
Q86TD4-3,431,86.64143852,ENST00000537996.1,ENSG00000185739.13,SRL
Q6E0U4-3,386,46.17647668,ENST00000418261.5,ENSG00000161249.21,DMKN
Q9Y3Y4-2,419,55.56627685,ENST00000563719.4,ENSG00000171016.13,PYGO1
Q9Y6Z4-2,163,29.47245399,na,na,na
Q8IXU6-3,327,83.72688073,ENST00000375682.8,ENSG00000110660.15,SLC35F2
Q6ZNC8-2,346,89.13410405,na,na,na
Q9H6D7-2,237,84.70590717,ENST00000347758.6,ENSG00000092036.19,HAUS4
Q9Y3V2-2,195,74.68671795,ENST00000263893.10,ENSG00000122481.17,RWDD3
Q7Z4I7-5,363,81.16710744,ENST00000545738.6,ENSG00000072163.20,LIMS2
Q9P0L0-2,294,71.67503401,ENST00000340541.4,ENSG00000101558.14,VAPA
O15229-3,452,86.88714602,ENST00000366557.8,ENSG00000117009.12,KMO
Q8WU79-2,399,58.82957393,ENST00000372708.5,ENSG00000084070.12,SMAP2
O76081-5,220,79.43954545,na,na,na
Q9H0A6-6,95,67.51642105,ENST00000392747.6,ENSG00000105982.17,RNF32
Q9UFF9-2,186,89.68080645,ENST00000521450.5,ENSG00000155508.14,CNOT8
Q9NVH6-2,376,80.18856383,ENST00000369439.4,ENSG00000185973.12,TMLHE
P48728-4,386,92.15764249,ENST00000395338.7,ENSG00000145020.16,AMT
O43826-2,451,85.02454545,na,na,na
O00712-4,471,64.62760085,na,na,na
Q9BXD5-2,301,80.09106312,ENST00000367554.7,ENSG00000135838.14,NPL
Q15555-5,284,79.2603169,ENST00000413393.5,ENSG00000166974.13,MAPRE2
Q86VZ6-2,229,65.3660262,na,na,na
Q5TDH0-3,419,77.52107399,na,na,na
Q8NHH9-5,565,85.64306195,ENST00000452935.6,ENSG00000119787.14,ATL2
Q8N0S2-3,190,83.65584211,na,na,na
P35372-6,402,75.08855721,ENST00000519083.5,ENSG00000112038.18,OPRM1
Q16671-2,478,76.73889121,ENST00000550311.5,ENSG00000135409.11,AMHR2
Q8TAV0-4,312,76.60266026,ENST00000234549.11,ENSG00000009780.16,FAM76A
Q15366-6,361,67.20385042,ENST00000552296.6,ENSG00000197111.16,PCBP2
Q8IYV9-3,68,66.24823529,ENST00000595517.5,ENSG00000182264.9,IZUMO1
Q6UY01-2,496,84.24016129,ENST00000264676.9,ENSG00000114248.10,LRRC31
P06133-3,369,92.79373984,ENST00000512583.5,ENSG00000156096.14,UGT2B4
Q9BUY7-5,142,86.97415493,ENST00000538485.6,ENSG00000140025.16,EFCAB11
G9CGD6-3,830,61.73072289,na,na,na
Q6GPH4-3,141,91.55921986,ENST00000574962.5,ENSG00000132530.17,XAF1
P59190-2,208,61.61024038,ENST00000267512.9,ENSG00000139998.16,RAB15
Q15583-4,252,66.6165873,ENST00000472042.1,ENSG00000177426.22,TGIF1
P43307-2,259,75.89050193,na,na,na
Q86UV6-2,249,88.37767068,ENST00000395244.5,ENSG00000155428.12,TRIM74
Q4ZJI4-5,73,57.45876712,ENST00000503584.5,ENSG00000164037.17,SLC9B1
Q96NZ1-2,258,54.10554264,na,na,na
Q13286-6,339,68.82522124,ENST00000357806.11,ENSG00000188603.22,CLN3
O43670-4,494,60.16536437,ENST00000394670.9,ENSG00000010244.19,ZNF207
P34896-2,444,94.28885135,ENST00000354098.7,ENSG00000176974.21,SHMT1
Q5EG05-2,97,79.59618557,ENST00000673097.2,ENSG00000204397.10,CARD16
Q330K2-2,281,93.98879004,na,na,na
O75367-2,369,82.76859079,ENST00000312469.8,ENSG00000113648.17,MACROH2A1
Q9NR28-3,195,74.44841026,ENST00000353548.11,ENSG00000184047.20,DIABLO
Q96FZ5-2,142,67.97485915,ENST00000349718.8,ENSG00000153551.14,CMTM7
Q5R372-5,378,87.21825397,ENST00000347255.6,ENSG00000152061.24,RABGAP1L
P48307-2,224,83.47129464,na,na,na
Q96BY9-2,167,57.9302994,ENST00000545648.2,ENSG00000133872.14,SARAF
Q96KE9-2,410,95.23626829,ENST00000463376.6,ENSG00000184887.14,BTBD6
O75800-2,435,82.64689655,ENST00000360165.7,ENSG00000004838.14,ZMYND10
Q9Y421-2,107,64.77364486,na,na,na
Q9UF11-4,189,70.39899471,ENST00000227214.10,ENSG00000021300.14,PLEKHB1
Q03181-3,402,84.58798507,ENST00000448077.6,ENSG00000112033.14,PPARD
Q6UWP7-2,308,75.20899351,ENST00000319406.8,ENSG00000172954.14,LCLAT1
Q8N5J2-4,374,79.50796791,ENST00000493834.2,ENSG00000143409.17,MINDY1
Q9UBU3-2,116,64.4987069,ENST00000287656.11,ENSG00000157017.16,GHRL
Q9H0S4-2,406,80.0612069,ENST00000352940.8,ENSG00000213782.7,DDX47
Q11203-13,429,81.1497669,ENST00000351035.8,ENSG00000126091.21,ST3GAL3
Q9C029-3,303,91.61676568,ENST00000393315.5,ENSG00000146054.18,TRIM7
Q96I51-3,454,86.57202643,ENST00000614461.4,ENSG00000274523.5,RCC1L
Q6UX40-2,163,55.31631902,na,na,na
Q9NVX2-2,193,89.05683938,ENST00000586869.5,ENSG00000073536.18,NLE1
Q8IZ96-12,45,79.77066667,na,na,na
Q8IVA1-2,120,72.31775,ENST00000598935.5,ENSG00000174788.10,PCP2
Q6ZNC8-3,241,86.01360996,na,na,na
P32321-2,189,92.46804233,ENST00000357067.7,ENSG00000129187.15,DCTD
P08397-4,304,88.61286184,ENST00000542729.5,ENSG00000256269.11,HMBS
O43193-2,386,66.45292746,na,na,na
Q9NPQ8-2,525,85.0384381,ENST00000527696.5,ENSG00000177963.15,RIC8A
P0DI81-2,124,67.67612903,na,na,na
Q9H040-2,250,84.05892,ENST00000391858.8,ENSG00000010072.16,SPRTN
Q9H169-4,203,76.95970443,ENST00000523048.5,ENSG00000015592.17,STMN4
Q9BWW4-3,368,53.66972826,ENST00000357475.9,ENSG00000157216.16,SSBP3
Q99836-5,275,82.26745455,na,na,na
P07288-4,69,87.34188406,na,na,na
Q4KMZ1-3,546,48.84968864,ENST00000537469.2,ENSG00000160051.12,IQCC
Q13398-3,576,61.89107639,na,na,na
Q9BZG8-3,303,88.06346535,na,na,na
Q6PHR2-4,483,86.07194617,ENST00000568667.5,ENSG00000140474.14,ULK3
Q9BZC1-3,484,62.24690083,ENST00000361795.9,ENSG00000101489.20,CELF4
P11172-3,388,92.21301546,na,na,na
Q9P0N5-3,148,90.29195946,ENST00000334888.10,ENSG00000187049.11,TMEM216
Q6NZ36-5,170,65.52470588,na,na,na
Q70EL3-2,334,82.94224551,ENST00000532404.6,ENSG00000170236.16,USP50
Q99437-2,158,86.18120253,ENST00000236067.8,ENSG00000117410.14,ATP6V0B
O60729-2,459,83.76411765,ENST00000375240.7,ENSG00000081377.17,CDC14B
Q6ZN54-3,441,82.67702948,ENST00000570182.5,ENSG00000140995.17,DEF8
P45880-1,309,88.67860841,ENST00000313132.8,ENSG00000165637.14,VDAC2
Q96HA9-2,171,90.34526316,ENST00000593942.5,ENSG00000104883.8,PEX11G
P20809-2,120,85.38583333,ENST00000590625.5,ENSG00000095752.7,IL11
Q9H832-2,246,91.70166667,na,na,na
Q86XK7-2,423,71.96491726,ENST00000415430.7,ENSG00000101842.14,VSIG1
Q5VSG8-3,250,81.4548,ENST00000397631.7,ENSG00000185090.15,MANEAL
P50549-5,419,57.78968974,na,na,na
Q8TBG4-2,493,89.47758621,ENST00000411864.6,ENSG00000164089.9,ETNPPL
Q9UNZ2-5,372,74.16048387,ENST00000476071.5,ENSG00000088833.18,NSFL1C
Q3B7J2-2,280,90.16189286,na,na,na
Q9NXS2-3,288,77.55798611,ENST00000366382.8,ENSG00000011478.13,QPCTL
Q8TBJ5-2,304,54.47713816,na,na,na
Q9NR56-3,302,69.50112583,ENST00000485910.5,ENSG00000152601.18,MBNL1
P15509-6,233,81.7848927,na,na,na
O00481-3,378,84.81452381,ENST00000425234.6,ENSG00000026950.17,BTN3A1
Q8NBI5-2,504,81.16438492,ENST00000533524.5,ENSG00000134802.18,SLC43A3
Q8WZ04-2,251,89.57721116,na,na,na
O14931-4,176,77.32039773,na,na,na
Q15631-2,148,85.79614865,ENST00000536142.5,ENSG00000211460.12,TSN
G9CGD6-2,900,62.63806667,na,na,na
Q8N319-4,105,49.04542857,na,na,na
Q8WWV3-2,296,93.11439189,na,na,na
Q9H0E2-2,205,80.11868293,ENST00000527886.5,ENSG00000078902.16,TOLLIP
Q9P1W8-4,276,86.57789855,ENST00000381583.6,ENSG00000089012.14,SIRPG
Q92783-2,403,78.00047146,na,na,na
Q9H977-4,349,90.28810888,na,na,na
Q9Y2I2-5,460,81.00130435,ENST00000370067.5,ENSG00000162631.20,NTNG1
Q8N2I9-3,417,79.04848921,ENST00000359297.6,ENSG00000196182.11,STK40
Q7Z7H5-3,186,80.65274194,ENST00000481238.1,ENSG00000158604.15,TMED4
A6NFC5-2,196,68.32489796,ENST00000550981.7,ENSG00000204278.13,TMEM235
Q8IU57-3,211,77.32720379,ENST00000374418.3,ENSG00000185436.12,IFNLR1
Q9UKJ1-3,230,74.37069565,ENST00000350573.2,ENSG00000085514.16,PILRA
Q9NVH6-4,332,85.94385542,na,na,na
Q49A26-2,536,79.12218284,na,na,na
Q9UGV2-3,286,71.98965035,na,na,na
O14828-2,321,78.12099688,ENST00000355379.3,ENSG00000116521.11,SCAMP3
Q13875-3,81,58.3,ENST00000383754.7,ENSG00000168314.19,MOBP
P46937-8,492,57.68404472,ENST00000537274.5,ENSG00000137693.14,YAP1
Q8N4F4-1,322,81.34034161,ENST00000326192.5,ENSG00000197658.9,SLC22A24
Q16854-4,151,73.98735099,na,na,na
Q9UL16-2,466,82.19540773,ENST00000426543.6,ENSG00000213085.10,CFAP45
P30305-2,566,63.23770318,ENST00000439880.6,ENSG00000101224.18,CDC25B
P10155-2,205,90.62053659,na,na,na
O95620-2,196,95.62729592,na,na,na
Q9UIB8-6,241,83.3826556,na,na,na
Q8TCE6-2,349,90.91510029,na,na,na
Q969X2-2,299,88.93745819,ENST00000373141.5,ENSG00000160408.16,ST6GALNAC6
Q494R4-2,124,91.70217742,na,na,na
O15315-2,350,84.44714286,ENST00000471583.6,ENSG00000182185.19,RAD51B
Q8WWR9-3,84,59.59047619,ENST00000522267.6,ENSG00000168333.14,PPDPFL
Q01196-8,480,58.657875,ENST00000675419.1,ENSG00000159216.19,RUNX1
P42685-2,363,83.8915427,na,na,na
Q8NC51-4,387,54.54550388,ENST00000370994.8,ENSG00000142864.15,SERBP1
Q8N2K1-2,224,81.73276786,na,na,na
Q9H4X1-2,117,73.66452991,na,na,na
Q9BZB8-4,486,68.27135802,ENST00000620182.4,ENSG00000214575.10,CPEB1
Q9Y5Q8-3,526,75.49079848,ENST00000372108.9,ENSG00000148308.18,GTF3C5
Q8NE31-5,501,63.75409182,ENST00000618427.4,ENSG00000148541.13,FAM13C
Q9NWW0-2,119,60.93109244,ENST00000574151.5,ENSG00000103145.11,HCFC1R1
Q13952-5,354,53.4480226,ENST00000425457.6,ENSG00000066136.21,NFYC
O15165-4,230,59.86,na,na,na
Q6N063-4,186,91.775,ENST00000536150.5,ENSG00000111325.16,OGFOD2
Q96QS1-4,124,72.57556452,na,na,na
Q9UBI4-3,397,74.85612091,na,na,na
Q12794-5,176,94.59960227,ENST00000447605.2,ENSG00000114378.17,HYAL1
O76083-14,552,82.74461957,ENST00000398225.7,ENSG00000160191.18,PDE9A
P23416-3,363,85.57275482,ENST00000443437.6,ENSG00000101958.14,GLRA2
Q9NQH7-4,484,94.62696281,na,na,na
Q9BY08-5,128,78.11742188,na,na,na
Q96A00-2,120,61.21508333,ENST00000347262.8,ENSG00000167641.11,PPP1R14A
Q8NCR6-5,127,53.13385827,ENST00000379133.7,ENSG00000164972.14,C9orf24
Q86TP1-7,221,83.84941176,na,na,na
Q6DHV7-2,267,88.02726592,ENST00000389651.8,ENSG00000168803.16,ADAL
P46736-3,292,88.18527397,ENST00000340647.8,ENSG00000185515.16,BRCC3
Q0D2I5-2,199,76.75396985,na,na,na
P05186-3,469,95.31503198,ENST00000540617.5,ENSG00000162551.14,ALPL
Q9NW68-6,99,58.54959596,na,na,na
P35241-5,604,86.54907285,ENST00000647231.1,ENSG00000137710.17,RDX
Q9Y483-3,491,71.46820774,ENST00000545708.5,ENSG00000143033.18,MTF2
Q969K3-2,373,69.92233244,ENST00000392465.7,ENSG00000170633.17,RNF34
P16520-2,297,93.68838384,na,na,na
Q8WTV0-5,506,88.80164032,ENST00000339570.9,ENSG00000073060.17,SCARB1
Q9BV97-2,190,51.29015789,ENST00000395094.3,ENSG00000169955.8,ZNF747
Q9Y603-4,286,65.66562937,ENST00000373738.4,ENSG00000010030.14,ETV7
O14948-4,280,66.49464286,ENST00000457268.5,ENSG00000105967.16,TFEC
Q9Y255-2,208,93.244375,ENST00000503216.5,ENSG00000169230.10,PRELID1
Q8NG11-2,253,84.45201581,ENST00000372164.7,ENSG00000108219.15,TSPAN14
P08174-5,439,72.24419134,ENST00000645323.1,ENSG00000196352.17,CD55
P56693-2,286,66.58311189,na,na,na
Q9UH17-2,251,80.11593625,ENST00000335760.9,ENSG00000179750.16,APOBEC3B
Q8N7X2-1,389,51.08660668,na,na,na
Q15654-3,80,67.325625,ENST00000619988.4,ENSG00000087077.14,TRIP6
Q6DKI1-2,162,81.62518519,na,na,na
Q9BZG1-4,237,75.95135021,ENST00000415040.6,ENSG00000109113.20,RAB34
Q9ULP0-8,357,83.70257703,ENST00000568640.5,ENSG00000103034.15,NDRG4
Q9H2X3-8,376,65.78904255,na,na,na
Q8NHH9-4,566,85.00075972,na,na,na
P48163-2,497,95.99722334,na,na,na
Q13362-2,449,91.35596882,ENST00000445439.7,ENSG00000078304.19,PPP2R5C
Q5JTJ3-3,79,89.69620253,ENST00000366612.1,ENSG00000168275.16,COA6
Q15038-4,86,54.32406977,ENST00000439799.6,ENSG00000183283.16,DAZAP2
Q9HBI0-2,273,84.09710623,na,na,na
Q8IUC8-3,561,91.83379679,ENST00000409237.5,ENSG00000144278.15,GALNT13
Q96D53-2,503,74.94234592,ENST00000243583.10,ENSG00000123815.13,COQ8B
P61086-3,157,90.01229299,ENST00000445950.2,ENSG00000078140.14,UBE2K
Q5TC12-3,240,82.87820833,na,na,na
Q9BWU1-2,442,74.43235294,ENST00000323817.7,ENSG00000155111.15,CDK19
Q9NZZ3-2,171,86.50497076,ENST00000419016.6,ENSG00000086065.14,CHMP5
Q8N5Y8-3,323,87.87647059,ENST00000261888.10,ENSG00000138617.16,PARP16
Q9Y2S2-2,297,96.95861953,ENST00000643750.1,ENSG00000165475.15,CRYL1
Q9BZM2-2,211,80.8921327,ENST00000375102.4,ENSG00000158786.5,PLA2G2F
Q53H12-2,65,79.87369231,ENST00000492693.5,ENSG00000006530.18,AGK
O43760-2,275,62.31421818,ENST00000588282.5,ENSG00000108639.8,SYNGR2
Q13286-2,390,77.80233333,ENST00000355477.10,ENSG00000188603.22,CLN3
Q9H0P0-1,297,95.51040404,ENST00000643244.1,ENSG00000122643.23,NT5C3A
Q5T2R2-2,306,69.68408497,na,na,na
P15812-8,199,78.4520603,ENST00000452291.6,ENSG00000158488.16,CD1E
Q15813-2,578,83.05610727,ENST00000543662.4,ENSG00000284770.2,TBCE
P07585-3,212,80.32198113,ENST00000425043.5,ENSG00000011465.18,DCN
Q9P2M1-2,349,91.16197708,na,na,na
O60729-4,485,83.25680412,ENST00000463569.5,ENSG00000081377.17,CDC14B
P55773-2,137,73.8289781,ENST00000615050.2,ENSG00000274736.5,CCL23
Q9UMS0-3,230,82.83226087,ENST00000303698.7,ENSG00000169599.13,NFU1
Q96KN3-2,408,61.12828431,na,na,na
Q9NP61-2,472,63.95697034,ENST00000437119.6,ENSG00000242247.11,ARFGAP3
Q9BQ16-5,338,66.40819527,ENST00000512681.5,ENSG00000196104.11,SPOCK3
Q5TEU4-2,317,77.21397476,ENST00000463598.1,ENSG00000101247.18,NDUFAF5
Q9Y6W6-2,140,93.05335714,na,na,na
O95273-3,232,84.05176724,na,na,na
Q0VDG4-2,417,87.09031175,ENST00000409673.7,ENSG00000144306.15,SCRN3
Q8WUF8-4,306,82.23395425,ENST00000505869.5,ENSG00000113391.19,FAM172A
Q5BVD1-3,250,51.5718,ENST00000431717.6,ENSG00000114529.13,C3orf52
Q5NUL3-1,377,78.11318302,ENST00000371483.8,ENSG00000186188.11,FFAR4
Q13639-2,387,80.86209302,ENST00000521530.5,ENSG00000164270.18,HTR4
Q8N8G2-2,143,63.43230769,ENST00000352536.7,ENSG00000170162.14,VGLL2
Q96PM5-4,188,90.175,ENST00000505105.5,ENSG00000163743.14,RCHY1
Q4AE62-3,292,72.67729452,na,na,na
Q13639-7,359,84.41267409,na,na,na
Q70Z53-2,276,74.54173913,na,na,na
Q53F39-5,256,80.45925781,na,na,na
Q8IXM6-2,203,78.1326601,ENST00000376420.9,ENSG00000137404.15,NRM
Q9BWS9-2,418,88.48495215,ENST00000454838.6,ENSG00000177830.18,CHID1
P11308-6,325,54.84378462,na,na,na
P04439-2,371,86.00706199,na,na,na
Q9NPH5-7,54,73.27166667,ENST00000393282.2,ENSG00000086991.13,NOX4
Q13324-5,370,80.91445946,na,na,na
Q13568-2,514,71.96071984,ENST00000357234.10,ENSG00000128604.20,IRF5
Q9UEW8-2,526,76.5048289,na,na,na
Q9NPH5-4,271,82.80568266,ENST00000375979.7,ENSG00000086991.13,NOX4
P51858-2,233,63.12124464,ENST00000368209.9,ENSG00000143321.19,HDGF
P00338-3,361,93.32393352,na,na,na
Q9GZP8-2,85,66.41117647,ENST00000588605.5,ENSG00000167644.12,C19orf33
O60828-8,73,70.23452055,na,na,na
Q9H9T3-2,533,92.7634334,ENST00000521015.5,ENSG00000134014.17,ELP3
Q9BQ95-4,296,70.31013514,ENST00000591104.5,ENSG00000130159.15,ECSIT
Q5JS13-5,213,82.99882629,na,na,na
O60663-3,406,68.78674877,ENST00000355497.10,ENSG00000136944.19,LMX1B
Q6ZRY4-2,98,57.39377551,ENST00000560606.5,ENSG00000166831.9,RBPMS2
P54252-4,346,70.11578035,ENST00000503767.5,ENSG00000066427.25,ATXN3
Q6UX07-2,327,81.44599388,ENST00000394901.7,ENSG00000167536.14,DHRS13
Q9BY76-3,239,89.04104603,na,na,na
Q8N1B3-2,228,83.82921053,ENST00000440428.5,ENSG00000262919.8,CCNQ
O96017-12,514,73.72673152,ENST00000348295.7,ENSG00000183765.23,CHEK2
Q96SQ7-2,416,59.77288462,na,na,na
P48546-2,419,80.44809069,ENST00000263281.7,ENSG00000010310.9,GIPR
P49788-2,228,80.87872807,ENST00000479756.1,ENSG00000118849.10,RARRES1
Q70SY1-3,248,56.50778226,ENST00000452463.5,ENSG00000182158.16,CREB3L2
Q86XE0-2,277,75.93306859,na,na,na
O95232-2,79,77.63531646,na,na,na
P10644-2,337,85.14922849,ENST00000585981.6,ENSG00000108946.16,PRKAR1A
Q86YB7-2,261,87.9054023,ENST00000358358.9,ENSG00000121310.17,ECHDC2
Q4G0N4-3,279,90.76827957,ENST00000397338.5,ENSG00000152620.13,NADK2
Q9UK58-5,172,76.24238372,ENST00000295925.5,ENSG00000163660.12,CCNL1
Q15435-4,237,91.51274262,ENST00000401987.5,ENSG00000115685.15,PPP1R7
O00499-8,454,76.21015419,ENST00000352848.7,ENSG00000136717.15,BIN1
P36896-4,546,78.78714286,ENST00000541224.5,ENSG00000135503.13,ACVR1B
P00505-2,387,90.72705426,ENST00000434819.2,ENSG00000125166.13,GOT2
Q5TBE3-2,95,64.56610526,ENST00000339137.7,ENSG00000187753.13,C9orf153
Q96H22-3,353,77.07362606,ENST00000393335.7,ENSG00000166451.14,CENPN
Q9Y5R6-2,275,61.07349091,na,na,na
Q06609-2,242,80.5318595,ENST00000557850.5,ENSG00000051180.17,RAD51
Q9UKW6-2,255,71.00745098,ENST00000257832.7,ENSG00000135374.11,ELF5
Q6ZQX7-4,423,49.48947991,ENST00000360127.7,ENSG00000187624.9,C17orf97
P30307-3,430,65.98337209,na,na,na
P78348-3,562,79.90290036,ENST00000552438.5,ENSG00000110881.12,ASIC1
Q86TZ1-2,536,85.16345149,na,na,na
Q13257-2,90,84.22166667,ENST00000333047.9,ENSG00000164109.14,MAD2L1
P30626-3,180,84.55138889,ENST00000431660.5,ENSG00000075142.14,SRI
Q9BQI0-2,176,76.14392045,ENST00000372309.7,ENSG00000126878.13,AIF1L
Q96B42-2,127,90.30826772,ENST00000355654.6,ENSG00000151353.15,TMEM18
Q9Y508-2,191,79.03277487,na,na,na
P48728-2,347,91.3474928,ENST00000636522.1,ENSG00000145020.16,AMT
P50990-3,475,87.90235789,ENST00000540844.5,ENSG00000156261.13,CCT8
Q13336-2,445,85.6714382,ENST00000436407.7,ENSG00000141469.18,SLC14A1
Q9UBE0-3,299,78.81237458,ENST00000413379.7,ENSG00000142230.13,SAE1
O75363-2,614,49.8290228,na,na,na
O15245-2,506,79.4708498,ENST00000324965.8,ENSG00000175003.15,SLC22A1
A8MV23-2,404,82.47155941,ENST00000681248.1,ENSG00000253309.7,SERPINE3
Q9UKJ0-3,271,50.4097786,ENST00000448382.5,ENSG00000121716.21,PILRB
Q15532-2,387,54.34844961,ENST00000269137.11,ENSG00000141380.14,SS18
Q13362-5,555,82.06288288,ENST00000422945.6,ENSG00000078304.19,PPP2R5C
Q9Y6I3-1,662,57.39296073,ENST00000411543.6,ENSG00000063245.15,EPN1
Q07866-6,628,72.14982484,ENST00000347839.10,ENSG00000126214.22,KLC1
O00182-6,343,86.23271137,na,na,na
P33316-2,164,89.30390244,ENST00000455976.6,ENSG00000128951.14,DUT
P35680-4,427,64.91309133,na,na,na
Q9NQ25-4,165,79.53630303,ENST00000444090.6,ENSG00000026751.17,SLAMF7
Q96SQ9-2,564,85.38663121,na,na,na
Q96NI8-2,333,90.67195195,na,na,na
P29558-4,38,71.10973684,na,na,na
Q00013-2,436,82.19123853,ENST00000413259.7,ENSG00000130830.15,MPP1
Q5J8M3-2,149,58.09691275,ENST00000249209.8,ENSG00000128463.13,EMC4
Q92599-4,442,81.9629638,ENST00000458488.2,ENSG00000164402.14,SEPTIN8
O94941-2,487,72.70599589,ENST00000348031.6,ENSG00000185019.17,UBOX5
Q92731-7,439,64.23072893,ENST00000267525.10,ENSG00000140009.19,ESR2
Q9BT22-2,353,95.68773371,ENST00000588623.5,ENSG00000033011.14,ALG1
O76075-4,103,70.03747573,na,na,na
Q9H3K6-2,58,80.93155172,na,na,na
P30566-2,425,92.68447059,ENST00000342312.9,ENSG00000239900.14,ADSL
O75419-3,598,88.61943144,ENST00000437685.6,ENSG00000093009.11,CDC45
O15194-2,265,80.66324528,ENST00000443503.6,ENSG00000144677.15,CTDSPL
A2IDD5-3,273,58.50007326,na,na,na
Q14773-2,237,85.02628692,ENST00000393717.2,ENSG00000105371.10,ICAM4
Q05084-2,512,67.75949219,ENST00000422063.6,ENSG00000003147.19,ICA1
Q9P0V9-3,431,81.4387935,ENST00000397714.6,ENSG00000186522.15,SEPTIN10
Q7L8A9-2,204,73.12348039,ENST00000554237.1,ENSG00000071246.11,VASH1
P57789-3,543,69.00152855,ENST00000319231.10,ENSG00000100433.16,KCNK10
P19544-9,288,57.80239583,ENST00000530998.5,ENSG00000184937.16,WT1
Q7Z2X4-4,217,72.62511521,ENST00000392055.8,ENSG00000153823.19,PID1
Q9UPY6-2,499,66.40713427,ENST00000361042.8,ENSG00000132970.14,WASF3
Q3SXM5-2,275,88.64338182,ENST00000434463.7,ENSG00000103160.12,HSDL1
Q8N3J5-3,150,70.35493333,na,na,na
Q96BT3-3,151,56.51589404,na,na,na
Q0P6D2-2,120,87.19558333,ENST00000400291.2,ENSG00000187773.9,DIPK1C
Q11203-25,43,82.0644186,ENST00000490541.6,ENSG00000126091.21,ST3GAL3
Q5XG92-8,481,78.9306237,na,na,na
P78556-2,95,89.19052632,ENST00000409189.7,ENSG00000115009.13,CCL20
Q8WY91-2,165,97.28624242,ENST00000402136.5,ENSG00000176946.13,THAP4
Q495C1-3,192,80.14838542,na,na,na
Q8N9V6-2,343,68.25125364,ENST00000272421.10,ENSG00000144031.12,ANKRD53
Q2NKX9-3,127,66.41708661,ENST00000409734.3,ENSG00000168887.11,C2orf68
Q9C030-2,516,82.05370155,ENST00000380097.8,ENSG00000121236.21,TRIM6
Q9NZS9-2,322,83.4221118,na,na,na
P16562-2,278,84.11388489,ENST00000618917.4,ENSG00000124490.14,CRISP2
Q96A59-3,148,60.94601351,ENST00000565261.1,ENSG00000140832.11,MARVELD3
Q9BWT1-4,207,63.33710145,na,na,na
Q9HCP0-2,393,81.03806616,ENST00000606225.1,ENSG00000169118.18,CSNK1G1
O76081-4,152,92.64473684,na,na,na
Q9NZH6-4,197,84.41583756,ENST00000352179.7,ENSG00000125571.10,IL37
Q9NUG4-3,235,68.9007234,na,na,na
Q8IXX5-2,236,70.6245339,na,na,na
Q9NUM3-3,232,80.09375,ENST00000556605.5,ENSG00000029364.12,SLC39A9
Q9BYV6-3,540,71.28072222,ENST00000276573.11,ENSG00000147573.17,TRIM55
Q6GPH4-2,282,70.07078014,ENST00000346752.8,ENSG00000132530.17,XAF1
Q9Y343-2,159,79.66106918,ENST00000513881.5,ENSG00000064652.11,SNX24
Q13362-3,485,88.62070103,ENST00000350249.7,ENSG00000078304.19,PPP2R5C
Q9UQ13-2,536,86.60509328,ENST00000265277.10,ENSG00000108061.13,SHOC2
O00204-2,350,88.18371429,ENST00000323090.4,ENSG00000088002.12,SULT2B1
O60902-3,355,59.08932394,ENST00000389589.8,ENSG00000168779.21,SHOX2
Q9NPH3-2,356,90.93598315,ENST00000422485.5,ENSG00000196083.10,IL1RAP
P15170-2,636,73.55537736,ENST00000439887.6,ENSG00000103342.13,GSPT1
Q8N423-4,482,76.56089212,ENST00000434421.5,ENSG00000131042.15,LILRB2
P12872-2,108,73.17194444,ENST00000507738.1,ENSG00000096395.11,MLN
Q7Z614-2,152,70.98703947,na,na,na
Q96KR7-2,518,64.18608108,ENST00000395636.6,ENSG00000087495.17,PHACTR3
Q9H410-4,340,69.25791176,ENST00000448110.6,ENSG00000149636.16,DSN1
Q96JD6-5,222,88.67351351,ENST00000345253.9,ENSG00000165568.18,AKR1E2
Q9HD47-2,146,79.66917808,ENST00000407006.8,ENSG00000108961.14,RANGRF
P10632-2,388,92.39268041,ENST00000535898.5,ENSG00000138115.15,CYP2C8
O14717-5,71,93.0115493,na,na,na
Q8NAV1-2,125,59.44808,na,na,na
