reference,length,plddt,class,helix,sheet,loop,surface charge,radius of gyration
Q96LA5,508,79.84346457,confident,0.090551181,0.330708661,0.578740157,-3,57.99038186
Q9H1Y3,402,79.83047264,confident,0.629353234,0.014925373,0.355721393,17,33.68158331
O00506,426,79.82171362,confident,0.453051643,0.112676056,0.4342723,-5,27.71411524
Q8IX05,232,79.81426724,confident,0.280172414,0.172413793,0.547413793,-18,44.23693482
Q8TAE7,436,79.81302752,confident,0.706422018,0.048165138,0.245412844,7,34.76324614
Q6JVE9,175,79.80594286,confident,0.177142857,0.44,0.382857143,2,22.36244655
Q9NUM3,307,79.79788274,confident,0.811074919,0,0.188925081,-7,23.58602805
Q96PD5,576,79.79696181,confident,0.387152778,0.090277778,0.522569444,4,29.33609586
Q9NVD7,372,79.7955914,confident,0.548387097,0.083333333,0.36827957,-6,32.11344309
O00141,431,79.79531323,confident,0.401392111,0.11136891,0.487238979,9,24.22233498
Q9NRM6,502,79.7912749,confident,0.278884462,0.294820717,0.426294821,7,35.76163609
P05388,317,79.7892429,confident,0.432176656,0.170347003,0.397476341,-4,33.65151968
Q9H6J7,331,79.78404834,confident,0.570996979,0,0.429003021,-14,27.7037416
Q9BR77,488,79.77913934,confident,0.772540984,0,0.227459016,11,62.26009948
O60858,407,79.77547912,confident,0.648648649,0.041769042,0.30958231,-5,61.06418742
Q9NQT5,275,79.77192727,confident,0.2,0.276363636,0.523636364,3,24.52699246
Q9NUP7,481,79.76419958,confident,0.343035343,0.108108108,0.548856549,8,28.62872053
P42081,329,79.76367781,confident,0.100303951,0.361702128,0.537993921,-3.55E-15,53.75962233
Q9H239,520,79.76342308,confident,0.278846154,0.205769231,0.515384615,23,27.13384236
Q6PD74,315,79.75942857,confident,0.365079365,0.117460317,0.517460317,-27,31.33026489
O14893,280,79.75453571,confident,0.517857143,0,0.482142857,-6,34.74489352
O95361,564,79.72893617,confident,0.336879433,0.177304965,0.485815603,-18,49.40687799
Q13829,316,79.71993671,confident,0.332278481,0.196202532,0.471518987,5,35.22365868
Q7L0Q8,258,79.71581395,confident,0.325581395,0.166666667,0.507751938,5,25.86636527
Q7LFX5,561,79.71413547,confident,0.483065954,0.067736185,0.449197861,10,29.92703407
Q3ZCQ8,353,79.71155807,confident,0.470254958,0.116147309,0.413597734,4,34.87513458
Q9BY43,222,79.70130631,confident,0.720720721,0,0.279279279,-17,46.70007341
Q8N539,461,79.68921909,confident,0.377440347,0.162689805,0.459869848,-6,35.78477494
Q6ZTW0,290,79.68568966,confident,0.624137931,0,0.375862069,5,29.77348898
Q86YV6,388,79.68497423,confident,0.389175258,0.108247423,0.50257732,-3,24.41727735
P10826,455,79.68413187,confident,0.430769231,0.035164835,0.534065934,3,34.83119544
Q6ZMJ4,242,79.67677686,confident,0.516528926,0.033057851,0.450413223,-1.78E-15,31.00664502
P05155,500,79.66876,confident,0.24,0.218,0.542,-4,31.92682609
A1A5D9,508,79.66218504,confident,0.744094488,0,0.255905512,-24,99.09967384
Q13258,359,79.66083565,confident,0.743732591,0.016713092,0.239554318,18,24.94387293
Q8IXL6,584,79.65921233,confident,0.356164384,0.085616438,0.558219178,5,29.91427897
Q9UJA5,497,79.65919517,confident,0.3138833,0.171026157,0.515090543,1,30.6812301
Q9Y5P8,575,79.6528,confident,0.525217391,0,0.474782609,-18,33.77892718
P35998,433,79.64882217,confident,0.47113164,0.145496536,0.383371824,-4,40.67820184
P30411,391,79.64677749,confident,0.723785166,0.025575448,0.250639386,6,29.09054697
P78560,199,79.64145729,confident,0.738693467,0,0.261306533,-2,25.41577728
Q9NTN3,355,79.6336338,confident,0.833802817,0,0.166197183,8,27.83880278
Q8N3R3,496,79.62701613,confident,0.493951613,0.129032258,0.377016129,9,35.47686722
Q5TDH0,399,79.62318296,confident,0.395989975,0.223057644,0.380952381,-19,36.07063954
Q99542,508,79.6226378,confident,0.171259843,0.190944882,0.637795276,4,31.98333689
Q8IV63,474,79.60951477,confident,0.267932489,0.139240506,0.592827004,19,31.06532269
Q15717,326,79.60546012,confident,0.236196319,0.23006135,0.533742331,7,28.6795789
Q9BWV3,514,79.60396887,confident,0.375486381,0.118677043,0.505836576,8,27.21674397
Q6FI81,312,79.59948718,confident,0.28525641,0.137820513,0.576923077,-5,34.59202103
P15927,270,79.57992593,confident,0.240740741,0.233333333,0.525925926,-6,29.0241598
Q00765,189,79.5768254,confident,0.867724868,0,0.132275132,2,25.54930758
O43759,233,79.57639485,confident,0.60944206,0,0.39055794,-8,32.12079598
Q9UJZ1,356,79.57424157,confident,0.488764045,0.176966292,0.334269663,1,55.39485
Q5NUL3,361,79.57047091,confident,0.703601108,0.033240997,0.263157895,17,27.67040852
O15374,487,79.56644764,confident,0.753593429,0,0.246406571,3,27.78152149
Q9BRN9,247,79.55919028,confident,0.299595142,0.157894737,0.542510121,7,31.76380165
O43291,252,79.555,confident,0.476190476,0.119047619,0.404761905,6,35.57250877
Q9H813,350,79.55471429,confident,0.357142857,0.294285714,0.348571429,7,45.46398646
Q2VPK5,515,79.5524466,confident,0.469902913,0.062135922,0.467961165,-2,28.27905144
O15126,338,79.54606509,confident,0.683431953,0,0.316568047,-3.33E-16,37.8019876
A6NH52,213,79.53098592,confident,0.676056338,0.079812207,0.244131455,-9.99E-16,29.23508957
Q8TB45,409,79.52938875,confident,0.30806846,0.144254279,0.547677262,4,32.4384526
Q969J3,196,79.52678571,confident,0.535714286,0,0.464285714,-2,57.68477659
Q9BQ75,279,79.51419355,confident,0.369175627,0.078853047,0.551971326,12,25.07695746
O14788,317,79.51100946,confident,0.312302839,0.264984227,0.422712934,-4.00E-15,30.37274133
Q93086,422,79.51026066,confident,0.246445498,0.28436019,0.469194313,3,37.96829273
P41145,380,79.50981579,confident,0.721052632,0.034210526,0.244736842,3,29.72026994
Q6STE5,483,79.49645963,confident,0.424430642,0.155279503,0.420289855,13,44.42430316
Q9NY99,539,79.46857143,confident,0.211502783,0.32096475,0.467532468,5,35.05521142
Q9C0H2,523,79.46692161,confident,0.68833652,0,0.31166348,-13,38.81117064
Q9NVX7,518,79.46550193,confident,0.295366795,0.287644788,0.416988417,-18,31.30717017
Q9UBK7,228,79.46298246,confident,0.385964912,0.206140351,0.407894737,-11,24.56126338
Q15825,494,79.45991903,confident,0.36437247,0.194331984,0.441295547,-4,52.42000119
Q9NSY0,501,79.45257485,confident,0.417165669,0.167664671,0.415169661,-7,31.58265326
Q9BXJ4,246,79.45158537,confident,0.113537118,0.266375546,0.620087336,-5,39.18755735
Q9UPY8,281,79.45099644,confident,0.491103203,0,0.508896797,-10,33.4326469
A6NNP5,214,79.44196262,confident,0.714953271,0,0.285046729,7,44.88757271
Q13131,559,79.42710197,confident,0.354203936,0.148479428,0.497316637,6,30.93257365
Q9H832,354,79.42627119,confident,0.361581921,0.073446328,0.564971751,-9,26.60524476
Q8WVP7,490,79.42128571,confident,0.759183673,0,0.240816327,-6,30.83953205
Q6IN84,353,79.42113314,confident,0.300283286,0.127478754,0.57223796,3,30.74527054
Q5JT25,222,79.41202703,confident,0.306306306,0.211711712,0.481981982,-6,20.85981432
Q49MI3,558,79.39204301,confident,0.259856631,0.295698925,0.444444444,7,29.7694491
Q99784,485,79.39053608,confident,0.367010309,0.26185567,0.371134021,-1,56.20584515
Q9Y6N9,552,79.38402174,confident,0.39673913,0.184782609,0.418478261,-13,38.6095767
Q9UNW8,380,79.38168421,confident,0.721052632,0,0.278947368,14,35.49061796
O75387,559,79.37903399,confident,0.751341682,0,0.248658318,-4.22E-15,29.37198855
Q49AH0,187,79.36770053,confident,0.540106952,0,0.459893048,1,27.04224342
P49336,464,79.36342672,confident,0.316810345,0.079741379,0.603448276,11,29.76206754
P31350,389,79.3522365,confident,0.63496144,0,0.36503856,-3,24.91186887
Q9NWS0,290,79.34703448,confident,0.217241379,0.303448276,0.479310345,-11,29.1417772
P24864,410,79.34543902,confident,0.504878049,0,0.495121951,-6,29.52450032
Q9BZ67,464,79.34403017,confident,0.318965517,0.193965517,0.487068966,-8,29.10201994
Q9Y6I4,520,79.33159615,confident,0.284615385,0.215384615,0.5,8,27.19885763
Q32M84,506,79.32090909,confident,0.456521739,0.166007905,0.377470356,17,34.57424908
Q9HCN4,374,79.31970588,confident,0.604278075,0.088235294,0.307486631,-19,24.40701676
Q96RP7,486,79.30349794,confident,0.417695473,0.028806584,0.553497942,29,31.61294227
Q8NFR7,591,79.30236887,confident,0.796954315,0,0.203045685,14,83.54643439
Q8WWZ8,545,79.28379817,confident,0.042201835,0.31559633,0.642201835,-22,30.58864195
P78310,365,79.26909589,confident,0.164383562,0.282191781,0.553424658,2,53.81876872
Q8N987,351,79.26236467,confident,0.527065527,0.111111111,0.361823362,-20,31.00400434
O15315,384,79.26101563,confident,0.395833333,0.158854167,0.4453125,-4,24.85501879
P78381,396,79.25376263,confident,0.717171717,0,0.282828283,16,27.1067842
Q96N28,172,79.24110465,confident,0.296511628,0.430232558,0.273255814,-2.00E-15,17.04488767
Q9Y343,169,79.23301775,confident,0.331360947,0.142011834,0.526627219,-1,26.20215227
Q8IZU0,186,79.23247312,confident,0.693548387,0,0.306451613,-9,57.42190742
Q9NZZ3,219,79.23123288,confident,0.694063927,0,0.305936073,-12,46.00586793
P53779,464,79.19612069,confident,0.375,0.122844828,0.502155172,-1.78E-15,30.87891205
Q96QD8,506,79.17936759,confident,0.671936759,0,0.328063241,3,30.43049537
P55259,537,79.17638734,confident,0.054003724,0.324022346,0.621973929,-20,40.90649171
Q9BX59,468,79.17213675,confident,0.08974359,0.382478632,0.527777778,-11,40.47277536
Q15831,433,79.17127021,confident,0.284064665,0.127020785,0.58891455,4,32.08317897
O43581,403,79.17086849,confident,0.156327543,0.315136476,0.52853598,16,30.72152547
P83111,547,79.17056673,confident,0.314442413,0.096892139,0.588665448,6,29.99424215
P11230,501,79.16926148,confident,0.373253493,0.173652695,0.453093812,-13,49.95371492
Q9UMS0,254,79.16543307,confident,0.287401575,0.161417323,0.551181102,-8,29.43137931
Q13424,505,79.1449703,confident,0.2,0.324752475,0.475247525,-1,30.14484518
Q9BV35,468,79.1224359,confident,0.726495726,0,0.273504274,1,28.05565802
Q13324,411,79.12145985,confident,0.639902676,0.0486618,0.311435523,3,36.59931486
Q4ZJI4,515,79.11706796,confident,0.741747573,0,0.258252427,4,34.06261468
P10620,155,79.10077419,confident,0.819354839,0,0.180645161,5,20.14233843
P55209,391,79.09432225,confident,0.41943734,0.130434783,0.450127877,-53,34.20486631
Q7Z412,305,79.09409836,confident,0.740983607,0,0.259016393,-5,34.31923954
Q92688,251,79.08573705,confident,0.15936255,0.059760956,0.780876494,-67,35.66925753
P45379,298,79.08489933,confident,0.781879195,0,0.218120805,-23,42.5833045
Q9BSH3,213,79.08183099,confident,0.154929577,0.248826291,0.596244131,-1,26.8979124
A5D8T8,446,79.06748879,confident,0.192825112,0.192825112,0.614349776,8,37.79069606
Q86WH2,238,79.05722689,confident,0.344537815,0.180672269,0.474789916,-2.22E-15,28.32660741
O00476,420,79.05071429,confident,0.721428571,0,0.278571429,6,26.78728156
Q8N413,288,79.04006944,confident,0.795138889,0,0.204861111,8,21.00305681
Q9Y679,410,79.03585366,confident,0.473170732,0.068292683,0.458536585,9,30.39427644
O60832,514,79.02955253,confident,0.272373541,0.171206226,0.556420233,25,34.75813352
Q5SRR4,150,79.02806667,confident,0.213333333,0.32,0.466666667,3,35.41719611
Q15758,541,79.02275416,confident,0.685767098,0.044362292,0.26987061,-3,32.84803471
Q96KP6,325,79.02070769,confident,0.713846154,0,0.286153846,1,62.64893415
P22674,350,79.016,confident,0.571428571,0,0.428571429,6,26.17724373
Q86UN3,420,79.01266667,confident,0.102380952,0.078571429,0.819047619,1,33.20545568
P20827,205,78.9924878,confident,0.209756098,0.229268293,0.56097561,-3,23.21383837
Q9H293,177,78.9879661,confident,0.209039548,0.265536723,0.525423729,5,32.38252552
P49798,205,78.98658537,confident,0.517073171,0,0.482926829,6,29.56608188
Q9H0A8,199,78.98502513,confident,0.608040201,0.155778894,0.236180905,-2.00E-15,26.09201009
Q14206,197,78.98467005,confident,0.269035533,0.197969543,0.532994924,-3,30.93527744
Q9H841,383,78.97890339,confident,0.725848564,0,0.274151436,5,31.27415795
Q92913,245,78.97828571,confident,0.167346939,0.306122449,0.526530612,22,31.27363004
O95998,194,78.97798969,confident,0.201030928,0.24742268,0.551546392,-2.33E-15,26.60246156
Q9UPE1,567,78.97342152,confident,0.388007055,0.095238095,0.51675485,3,28.82750532
Q13077,416,78.96858173,confident,0.379807692,0.100961538,0.519230769,-7,46.79861679
Q12894,506,78.96288538,confident,0.56916996,0.035573123,0.395256917,2,28.75799729
Q96GD4,344,78.96215116,confident,0.36627907,0.136627907,0.497093023,15,23.88552569
O00541,588,78.95146259,confident,0.537414966,0.069727891,0.392857143,-6.66E-16,34.44079879
A8MV23,424,78.94412736,confident,0.320754717,0.285377358,0.393867925,2,23.53555997
Q9BWP8,271,78.94221402,confident,0.21402214,0.095940959,0.6900369,-4,41.71277865
Q8N5X7,224,78.93660714,confident,0.272321429,0.205357143,0.522321429,-3,21.53700238
Q86UD5,537,78.92648045,confident,0.741154562,0,0.258845438,-1,32.84610803
Q96NY8,510,78.92578431,confident,0.209803922,0.325490196,0.464705882,-21,61.90742623
Q8TEB9,315,78.91777778,confident,0.628571429,0.025396825,0.346031746,4,27.44511762
Q8N3G9,435,78.91606897,confident,0.085057471,0.418390805,0.496551724,-5,55.15715239
Q9UIF7,546,78.89992674,confident,0.393772894,0.097069597,0.509157509,9,30.9665287
Q96GM1,343,78.89594752,confident,0.489795918,0,0.510204082,18,38.66345739
Q01081,240,78.87829167,confident,0.333333333,0.083333333,0.583333333,8,26.39315895
P49759,484,78.8782438,confident,0.340909091,0.130165289,0.52892562,20,30.84106876
Q9UIX4,513,78.87530214,confident,0.699805068,0.040935673,0.259259259,-2,37.11498243
O60888,179,78.85949721,confident,0.217877095,0.229050279,0.553072626,-2,32.08190894
Q86VZ5,413,78.85946731,confident,0.564164649,0,0.435835351,8,34.36000282
O15091,583,78.85394511,confident,0.471698113,0.060034305,0.468267581,16,30.66085357
O14593,260,78.85380769,confident,0.403846154,0,0.596153846,-22,31.30298475
Q96MU8,473,78.84528541,confident,0.099365751,0.183932347,0.716701903,-3.77E-15,35.5448463
O75631,287,78.84498258,confident,0.254355401,0.156794425,0.588850174,-9,38.72420194
Q53GS9,565,78.84469027,confident,0.276106195,0.214159292,0.509734513,9,32.62558351
Q9P287,314,78.84254777,confident,0.328025478,0.171974522,0.5,-25,30.64111088
Q96LT4,415,78.84031325,confident,0.597590361,0,0.402409639,5,31.00127518
Q13946,482,78.83721992,confident,0.578838174,0,0.421161826,2,28.58001259
Q9H336,500,78.82312,confident,0.212,0.162,0.626,12,31.21271236
O60609,400,78.8154,confident,0.49,0,0.51,4,29.77882132
Q9Y421,112,78.80696429,confident,0.642857143,0,0.357142857,14,26.57328325
Q86UX6,486,78.80576132,confident,0.362139918,0.096707819,0.541152263,-4,30.50689483
Q12846,297,78.80326599,confident,0.777777778,0,0.222222222,-4,35.65555453
P08697,491,78.79898167,confident,0.250509165,0.211812627,0.537678208,-7,27.74115969
Q2I0M5,234,78.79132479,confident,0.111111111,0.290598291,0.598290598,21,43.9741658
Q5EBL8,140,78.7865,confident,0.278571429,0.221428571,0.5,-2.66E-15,17.97972229
Q13425,540,78.7787963,confident,0.196296296,0.327777778,0.475925926,11,36.45240343
Q8N0U4,392,78.77607143,confident,0.028061224,0.487244898,0.484693878,3,27.76733399
Q9Y6K8,562,78.76855872,confident,0.505338078,0.088967972,0.40569395,-18,31.63452155
Q14168,576,78.76809028,confident,0.40625,0.170138889,0.423611111,-3,32.61122999
Q7Z7K6,275,78.75807273,confident,0.189090909,0.189090909,0.621818182,17,32.30804163
Q9P0L0,249,78.74076305,confident,0.329317269,0.240963855,0.429718876,4,29.28230668
P49788,294,78.74054422,confident,0.210884354,0.282312925,0.506802721,5,27.3190114
Q8TAV0,307,78.73876221,confident,0.498371336,0.052117264,0.449511401,22,37.4779152
O00232,456,78.73712719,confident,0.745614035,0.021929825,0.23245614,3,35.96259294
Q9NYG8,393,78.71735369,confident,0.580152672,0,0.419847328,5,44.04494077
P61812,414,78.71335749,confident,0.285024155,0.253623188,0.461352657,10,29.0737183
Q5VXM1,449,78.71233853,confident,0.035634744,0.31403118,0.650334076,-10,32.99030504
Q92915,247,78.71226721,confident,0.125506073,0.303643725,0.570850202,23,31.1547412
Q5T2R2,415,78.712,confident,0.63373494,0,0.36626506,16,25.09133028
P13631,454,78.70473568,confident,0.431718062,0.035242291,0.533039648,2,35.36677772
Q8WZA0,190,78.69915789,confident,0.789473684,0,0.210526316,-7,19.4692965
P63165,101,78.69079208,confident,0.188118812,0.267326733,0.544554455,-5,15.20235084
Q9UII2,106,78.69018868,confident,0.613207547,0,0.386792453,3,41.0040403
Q8NCK3,441,78.68278912,confident,0.480725624,0.174603175,0.344671202,41,37.48324187
Q17RN3,349,78.68160458,confident,0.595988539,0,0.404011461,-1.11E-16,33.58711831
P31994,310,78.66922581,confident,0.170967742,0.280645161,0.548387097,-8,44.26449076
Q14520,560,78.66094643,confident,0.064285714,0.221428571,0.714285714,-7,32.61672532
Q9UKP3,347,78.65708934,confident,0.175792507,0.204610951,0.619596542,-20,33.68685144
Q9UK59,544,78.65525735,confident,0.251838235,0.110294118,0.637867647,-20,28.65698927
P48546,466,78.65377682,confident,0.67167382,0.030042918,0.298283262,12,36.18305868
Q9Y2I8,494,78.64836032,confident,0.117408907,0.321862348,0.560728745,-1,30.31504243
Q8IW41,473,78.61257928,confident,0.488372093,0.095137421,0.416490486,4,28.23393404
Q9NP55,256,78.60820313,confident,0.3515625,0.2265625,0.421875,-5,31.04303184
Q9BZY9,425,78.60811765,confident,0.609411765,0.068235294,0.322352941,1,51.96774366
P0DN86,165,78.60557576,confident,0.109090909,0.266666667,0.624242424,4,25.40619222
P42575,452,78.60331858,confident,0.351769912,0.101769912,0.546460177,-3,29.1974228
O15530,556,78.59476619,confident,0.289568345,0.176258993,0.534172662,3,30.40737591
Q05940,514,78.5913035,confident,0.750972763,0.013618677,0.23540856,-2,31.46917157
Q9HD47,186,78.58634409,confident,0.209677419,0.344086022,0.446236559,-10,16.96690005
Q3SXZ7,439,78.57321185,confident,0.343963554,0.164009112,0.492027335,16,24.89738728
P08174,381,78.57128609,confident,0.020997375,0.280839895,0.69816273,2,53.82396254
Q86UN6,197,78.56720812,confident,0.355329949,0.197969543,0.446700508,-2,34.23372883
P19878,526,78.56642586,confident,0.321292776,0.173003802,0.505703422,-4,32.36296209
Q9BXY4,272,78.55948529,confident,0.169117647,0.264705882,0.566176471,28,39.13207044
Q9HCP0,422,78.55191943,confident,0.263033175,0.106635071,0.630331754,18,30.35066059
Q9UN19,280,78.5455,confident,0.242857143,0.260714286,0.496428571,-3.33E-16,27.76980897
Q00013,466,78.5389485,confident,0.296137339,0.214592275,0.489270386,-1.67E-15,30.63492791
Q8N4V1,131,78.53564885,confident,0.694656489,0,0.305343511,3,37.50058256
P48547,511,78.52236791,confident,0.594911937,0.068493151,0.336594912,-4,37.37649691
Q9NY30,223,78.52139013,confident,0.358744395,0.094170404,0.547085202,6,31.73678857
Q01105,290,78.51917241,confident,0.372413793,0.103448276,0.524137931,-52,32.48732052
Q8WYH8,240,78.51104167,confident,0.545833333,0.025,0.429166667,1,35.07940599
O75426,580,78.5102931,confident,0.220689655,0.265517241,0.513793103,23,30.45534653
Q969J5,263,78.50034221,confident,0.08365019,0.319391635,0.596958175,4,29.27512278
Q96GC9,406,78.4903202,confident,0.766009852,0,0.233990148,-4,30.86470538
Q99788,373,78.48686327,confident,0.705093834,0.032171582,0.262734584,7,32.39195464
O60260,465,78.48255914,confident,0.174193548,0.176344086,0.649462366,-2,28.32618767
Q96KA5,538,78.47767658,confident,0.503717472,0.135687732,0.360594796,6,32.56624204
Q2TBF2,565,78.46541593,confident,0.375221239,0.14159292,0.483185841,20,31.91411033
Q8NA47,563,78.45685613,confident,0.822380107,0,0.177619893,11,96.16372336
O00292,366,78.45229508,confident,0.172131148,0.352459016,0.475409836,6,29.37285259
P36551,454,78.45055066,confident,0.343612335,0.160792952,0.495594714,11,27.30723029
Q7L8A9,365,78.4480274,confident,0.268493151,0.109589041,0.621917808,11,29.64063805
Q9Y275,285,78.44382456,confident,0.171929825,0.29122807,0.536842105,-2,37.85948768
P01732,235,78.43591489,confident,0.255319149,0.225531915,0.519148936,13,33.32244194
Q8TC44,478,78.42997908,confident,0.146443515,0.361924686,0.491631799,-2,28.31669867
P60602,79,78.42936709,confident,0.759493671,0,0.240506329,5,16.31226181
Q01064,536,78.42908582,confident,0.63619403,0,0.36380597,-17,28.70643087
Q8N370,569,78.4186819,confident,0.725834798,0.010544815,0.263620387,2,29.90031969
Q53T94,588,78.40680272,confident,0.43877551,0.028911565,0.532312925,10,33.86099872
Q96B86,450,78.39468889,confident,0.315555556,0.175555556,0.508888889,3,32.49235428
Q8NBV8,401,78.38281796,confident,0.174563591,0.301745636,0.523690773,17,32.73964299
Q9NQ25,335,78.36668657,confident,0.256716418,0.292537313,0.450746269,-4,57.26079238
Q86W50,562,78.35434164,confident,0.329181495,0.158362989,0.512455516,6,38.09503078
P07307,311,78.35401929,confident,0.45659164,0.077170418,0.466237942,-7,45.17293588
O15519,480,78.34629167,confident,0.44375,0.095833333,0.460416667,6,29.72210427
Q9BRA0,125,78.34344,confident,0.176,0.352,0.472,-3,26.9892503
A8MVW5,462,78.33707792,confident,0.116883117,0.346320346,0.536796537,-5,62.99718015
Q5VXD3,122,78.33622951,confident,0.5,0,0.5,-5,20.38360249
Q9NVT9,282,78.3341844,confident,0.432624113,0.127659574,0.439716312,-6,21.61210261
O76095,146,78.3339726,confident,0.547945205,0.123287671,0.328767123,5,29.55919162
O96008,361,78.32642659,confident,0.047091413,0.559556787,0.393351801,-1,26.31498095
Q9NVK5,253,78.32300395,confident,0.873517787,0,0.126482213,-8,47.18285998
Q8N531,539,78.31044527,confident,0.339517625,0.12244898,0.538033395,24,31.51906641
Q8WVF1,389,78.30943445,confident,0.498714653,0.025706941,0.475578406,-2,26.62712363
P52823,247,78.30842105,confident,0.5951417,0,0.4048583,3,29.49017523
P40198,252,78.29972222,confident,0.281746032,0.246031746,0.472222222,-2,48.25954963
Q15528,200,78.29935,confident,0.68,0,0.32,-16,43.84767872
P51636,162,78.29845679,confident,0.734567901,0,0.265432099,-9,41.79397542
Q8NCF0,446,78.28242152,confident,0.201793722,0.192825112,0.605381166,9,35.28287955
Q96MX0,182,78.27923077,confident,0.785714286,0,0.214285714,-7,30.14663348
O75618,318,78.27503145,confident,0.471698113,0.081761006,0.446540881,8,32.8044157
P78324,504,78.27468254,confident,0.10515873,0.319444444,0.575396825,-2,47.82332836
Q9UJG1,213,78.2585446,confident,0.319248826,0.276995305,0.403755869,2,31.35169068
Q5T2W1,519,78.25614644,confident,0.235067437,0.206165703,0.558766859,-13,33.9205534
P51955,445,78.25352809,confident,0.541573034,0.11011236,0.348314607,12,31.64115717
Q8WVE7,144,78.2525,confident,0.722222222,0,0.277777778,5,19.96115264
Q8TBN0,382,78.24089005,confident,0.520942408,0.02617801,0.452879581,-4,42.53888826
P15692,232,78.22939655,confident,0.202586207,0.318965517,0.478448276,16,32.21918725
Q9UKT5,387,78.2279845,confident,0.465116279,0.129198966,0.405684755,-8,25.95963974
P36544,502,78.22729084,confident,0.37250996,0.1812749,0.446215139,-6,50.89995096
Q8WVD3,245,78.21126531,confident,0.371428571,0.073469388,0.555102041,-2,24.84018597
B2RUY7,222,78.21,confident,0,0.31981982,0.68018018,-14,45.10293362
Q15291,538,78.19342007,confident,0.046468401,0.301115242,0.652416357,-24,32.05723291
P50749,326,78.18733129,confident,0.297546012,0.199386503,0.503067485,4,33.85233132
Q9H0A6,362,78.18414365,confident,0.458563536,0.071823204,0.46961326,18,62.65734965
P18507,467,78.16865096,confident,0.301927195,0.235546039,0.462526767,8,42.42191847
Q9ULW5,256,78.16769531,confident,0.328125,0.1796875,0.4921875,11,25.3715595
Q8WWU5,503,78.16475149,confident,0.699801193,0,0.300198807,-21,35.27936125
O00421,344,78.14639535,confident,0.691860465,0,0.308139535,4,31.75150997
Q9P104,306,78.14513072,confident,0.251633987,0.284313725,0.464052288,10,33.62818139
Q5HYL7,178,78.14426966,confident,0.848314607,0,0.151685393,5,29.35948198
O43741,272,78.14341912,confident,0.113970588,0.235294118,0.650735294,-6,34.2060432
P41219,470,78.13908511,confident,0.70212766,0.040425532,0.257446809,-15,71.77091886
Q8ND76,341,78.13577713,confident,0.478005865,0,0.521994135,-2.55E-15,26.95630628
Q9NZS2,231,78.13012987,confident,0.333333333,0.142857143,0.523809524,8,40.84934502
P17181,557,78.12793537,confident,0.10951526,0.29443447,0.596050269,-8,55.47567837
Q8WVZ1,309,78.1266343,confident,0.436893204,0.074433657,0.488673139,6,30.72027017
Q92597,394,78.12205584,confident,0.340101523,0.11928934,0.540609137,-12,30.48892007
O15232,486,78.11930041,confident,0.294238683,0.211934156,0.49382716,-4,55.40297922
O15400,261,78.11402299,confident,0.762452107,0,0.237547893,-4,30.74601129
Q9NP79,307,78.11241042,confident,0.54723127,0,0.45276873,-6,25.9728524
Q96MZ0,367,78.11035422,confident,0.599455041,0.040871935,0.359673025,-5,25.73091494
P25445,335,78.10856716,confident,0.432835821,0.044776119,0.52238806,5,44.95405031
Q8NDX2,589,78.1013073,confident,0.728353141,0.016977929,0.25466893,-6,32.24467291
Q5UCC4,262,78.09755725,confident,0.240458015,0.240458015,0.519083969,-4,41.55236358
Q4JDL3,420,78.09290476,confident,0.295238095,0.130952381,0.573809524,-10,29.90692544
Q8N2I9,435,78.08857471,confident,0.367816092,0.149425287,0.482758621,5,26.85315926
Q5T1Q4,408,78.08220588,confident,0.693627451,0,0.306372549,3,29.48579837
Q9BTC8,594,78.0819697,confident,0.35016835,0.102693603,0.547138047,11,39.93843913
Q9BUP0,239,78.07874477,confident,0.652719665,0,0.347280335,-5,39.75348563
Q15750,504,78.07357143,confident,0.323412698,0.152777778,0.523809524,-16,31.15223578
P61011,504,78.07303571,confident,0.617063492,0.067460317,0.31547619,10,28.94029
P10276,462,78.06989177,confident,0.426406926,0.034632035,0.538961039,6,35.25549077
Q8WWB5,315,78.06939683,confident,0.295238095,0.253968254,0.450793651,-4,28.0790525
Q13555,558,78.06046595,confident,0.342293907,0.177419355,0.480286738,7,29.87487003
Q9Y5Y0,555,78.05810811,confident,0.664864865,0,0.335135135,-2,31.19453686
Q14183,400,78.0504,confident,0.1425,0.2975,0.56,2,29.95776097
Q8TAA5,225,78.03831111,confident,0.511111111,0.151111111,0.337777778,1,38.83001978
Q9NR46,395,78.01316456,confident,0.62278481,0.06835443,0.308860759,-6,35.76918547
P22749,145,78.00917241,confident,0.593103448,0,0.406896552,8,25.78951441
Q96CG8,243,78.0081893,confident,0.148148148,0.304526749,0.547325103,4,38.28447865
Q96PJ5,515,78.00378641,confident,0.054368932,0.339805825,0.605825243,-7,46.55114822
P04085,211,78.00303318,confident,0.18957346,0.279620853,0.530805687,14,35.39940103
Q9NWV8,329,77.99650456,confident,0.237082067,0.151975684,0.610942249,-26,25.09017886
P17030,456,77.99570175,confident,0.453947368,0.168859649,0.377192982,30,37.32059132
Q9NY93,547,77.98734918,confident,0.475319927,0.10786106,0.416819013,15,28.53631503
Q96RK4,519,77.97843931,confident,0.66088632,0,0.33911368,-1,36.29155328
Q8TCT6,384,77.97770833,confident,0.6953125,0.026041667,0.278645833,7,24.28023469
Q9H5N1,569,77.96579965,confident,0.738137083,0,0.261862917,-39,70.75456513
Q8NFG4,579,77.95835924,confident,0.409326425,0.153713299,0.436960276,-12,39.55023005
